Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/8/2024 10:01:18 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
1186,3+600.94,32.176m,"1,411.598m",
1187,3+599.95,14.952m,"1,411.690m",
1188,3+599.97,5.780m,"1,411.474m",
1189,3+600.05,-0.061m,"1,411.279m",
1190,3+600.17,-4.979m,"1,411.418m",
1191,3+600.18,-10.169m,"1,411.381m",
1192,3+599.99,-13.144m,"1,411.472m",
1193,3+600.03,-16.426m,"1,411.529m",
1194,3+600.07,-21.155m,"1,411.595m",
1195,3+619.90,17.255m,"1,410.677m",
1196,3+619.84,12.124m,"1,410.732m",
1197,1+030.78,8.417m,"1,428.378m",
1198,1+030.66,7.094m,"1,428.311m",
1199,1+030.85,0.100m,"1,427.953m",
1200,1+031.05,2.402m,"1,427.739m",
1201,1+031.06,-3.023m,"1,428.043m",
1202,1+031.13,-7.383m,"1,428.236m",
1203,1+031.08,-18.299m,"1,429.546m",
1204,1+031.08,-13.302m,"1,428.794m",
1205,1+034.64,-19.088m,"1,430.077m",
1206,1+034.69,-15.753m,"1,428.961m",
1207,1+034.63,-11.507m,"1,428.418m",
1208,1+034.63,-8.119m,"1,428.359m",
1209,1+034.68,-0.740m,"1,428.300m",
1210,1+034.67,1.306m,"1,428.445m",
1211,1+034.63,8.709m,"1,428.506m",
1212,1+034.52,14.445m,"1,428.312m",
1213,1+034.35,22.761m,"1,428.053m",
1214,1+039.94,18.264m,"1,428.319m",
1215,1+039.58,11.060m,"1,428.496m",
1216,1+039.70,3.372m,"1,428.737m",
1217,1+039.76,0.045m,"1,428.856m",
1218,1+039.93,-8.271m,"1,429.168m",
1219,1+039.94,-9.304m,"1,428.632m",
1220,1+040.00,-11.827m,"1,428.658m",
1221,1+039.94,-15.048m,"1,428.854m",
1222,1+039.90,-20.335m,"1,430.690m",
1223,1+059.86,20.847m,"1,429.326m",
1224,1+059.71,14.413m,"1,429.520m",
1225,1+059.81,0.259m,"1,429.939m",
1226,1+060.09,-14.394m,"1,429.719m",
1227,1+060.20,-9.642m,"1,429.838m",
1228,1+079.39,23.131m,"1,429.493m",
1229,1+079.68,13.043m,"1,429.912m",
1230,1+079.66,0.061m,"1,430.332m",
1231,1+079.99,-14.849m,"1,430.816m",
