Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/7/2024 10:32:13 AM,,,,
,,,,
,,,,
Alignment Name: en-d19,,,,
Description:,,,,
"Station Range: Start: 17+125.67, End: 23+797.40",,,,
,,,,
Point,Station,Offset,Elevation,Description
3793,22+860.08,9.074m,"1,094.440m",
3794,22+860.08,5.352m,"1,094.525m",
3795,22+860.14,0.196m,"1,095.098m",
3796,22+860.05,-4.373m,"1,096.007m",
3797,22+860.11,-5.806m,"1,096.357m",
3798,22+860.04,-9.150m,"1,097.301m",
3799,22+860.03,-12.818m,"1,097.362m",
3800,22+860.10,-15.973m,"1,097.337m",
3801,22+880.13,-15.946m,"1,097.376m",
3802,22+880.09,-12.719m,"1,097.415m",
3803,22+879.96,-9.286m,"1,097.379m",
3804,22+880.01,-6.046m,"1,096.586m",
3805,22+879.96,-2.251m,"1,095.542m",
3806,22+880.07,-0.004m,"1,095.125m",
3807,22+880.08,5.067m,"1,094.613m",
3808,22+880.04,8.818m,"1,094.501m",
3809,22+880.00,14.990m,"1,094.411m",
3810,22+879.97,18.734m,"1,094.130m",
3811,22+880.08,23.360m,"1,094.089m",
3812,22+892.01,21.045m,"1,093.940m",
3813,22+892.14,14.149m,"1,094.374m",
3814,22+892.34,9.027m,"1,094.513m",
3815,22+892.32,4.365m,"1,094.911m",
3816,22+892.45,0.080m,"1,095.252m",
3817,22+892.77,-4.950m,"1,096.268m",
3818,22+892.95,-7.322m,"1,097.258m",
3819,22+892.98,-9.292m,"1,097.436m",
3820,22+892.94,-12.476m,"1,097.457m",
3821,22+892.89,-15.661m,"1,097.412m",
3822,22+899.92,-15.930m,"1,097.443m",
3823,18+419.97,17.852m,"1,109.791m",
3824,18+420.11,21.427m,"1,109.785m",
3825,18+419.88,24.841m,"1,109.495m",
3826,18+419.69,29.426m,"1,109.224m",
3827,18+419.67,34.538m,"1,109.236m",
3828,18+440.07,-16.120m,"1,112.346m",
3829,18+440.01,-12.742m,"1,112.355m",
3830,18+440.02,-9.308m,"1,112.360m",
3831,18+439.99,-1.841m,"1,110.264m",
3832,18+440.03,0.017m,"1,110.136m",
3833,18+439.95,5.491m,"1,110.004m",
3834,18+439.96,11.348m,"1,109.581m",
3835,18+440.01,15.096m,"1,109.457m",
3836,18+440.11,20.757m,"1,109.478m",
3837,18+440.06,25.571m,"1,108.975m",
3838,18+440.26,32.316m,"1,108.782m",
3839,18+460.09,-16.110m,"1,112.133m",
3840,18+459.99,-12.769m,"1,112.130m",
3841,18+459.99,-9.287m,"1,112.135m",
3842,18+460.02,-5.774m,"1,111.374m",
3843,18+460.01,-3.287m,"1,110.244m",
3844,18+460.02,0.060m,"1,109.838m",
3845,18+460.00,5.292m,"1,109.591m",
3846,18+460.01,9.150m,"1,109.417m",
3847,18+460.02,15.139m,"1,109.120m",
3848,18+459.78,20.363m,"1,109.166m",
3849,18+459.96,27.060m,"1,108.753m",
3850,18+459.95,34.923m,"1,108.668m",
3851,18+480.06,-16.069m,"1,111.894m",
3852,18+479.99,-12.723m,"1,111.914m",
3853,18+480.01,-9.181m,"1,111.915m",
3854,18+480.01,-7.204m,"1,111.833m",
3855,18+479.96,-1.490m,"1,109.449m",
3856,18+479.97,0.049m,"1,109.283m",
3857,18+480.02,4.435m,"1,109.334m",
3858,18+480.01,9.619m,"1,108.950m",
3859,18+480.00,15.035m,"1,108.827m",
3860,18+479.92,16.770m,"1,108.950m",
3861,18+480.00,19.142m,"1,108.906m",
3862,18+479.88,21.815m,"1,108.598m",
3863,18+479.70,24.094m,"1,108.518m",
3864,18+479.62,26.122m,"1,108.517m",
3865,18+500.08,-16.140m,"1,111.723m",
3866,18+500.08,-12.701m,"1,111.686m",
3867,23+694.88,-13.729m,"1,096.756m",
3868,23+694.53,-15.884m,"1,096.957m",
3869,23+693.83,-23.012m,"1,097.004m",
3870,23+693.84,-25.828m,"1,096.618m",
3871,23+704.89,21.105m,"1,093.827m",
3872,23+705.39,16.503m,"1,094.007m",
3873,23+705.29,8.730m,"1,094.664m",
3874,23+705.45,0.177m,"1,094.838m",
3875,23+705.44,-6.579m,"1,095.027m",
3876,23+705.10,-10.081m,"1,095.340m",
3877,23+705.12,-14.359m,"1,096.781m",
3878,23+705.08,-16.613m,"1,096.922m",
3879,23+704.98,-17.592m,"1,096.963m",
3880,23+705.08,-21.005m,"1,096.957m",
3881,23+704.91,-24.217m,"1,096.958m",
3882,23+119.85,11.555m,"1,096.187m",
3883,23+119.82,15.152m,"1,096.121m",
3884,23+119.96,18.634m,"1,095.923m",
3885,23+120.03,22.952m,"1,095.734m",
3886,23+140.08,-15.794m,"1,098.125m",
3887,23+140.03,-12.524m,"1,098.159m",
3888,23+140.10,-9.234m,"1,098.156m",
3889,23+140.08,-5.348m,"1,097.409m",
3890,23+140.08,0.248m,"1,096.635m",
3891,23+140.14,12.511m,"1,095.999m",
3892,23+140.23,15.192m,"1,095.889m",
3893,23+140.10,19.497m,"1,095.756m",
3894,23+140.36,23.517m,"1,095.630m",
3895,23+160.09,-15.766m,"1,098.124m",
3896,23+160.07,-12.549m,"1,098.144m",
3897,23+160.12,-9.151m,"1,098.157m",
3898,23+160.13,-5.762m,"1,097.466m",
3899,23+160.05,-2.220m,"1,097.031m",
3900,23+160.10,0.178m,"1,096.735m",
3901,23+159.93,9.959m,"1,095.933m",
3902,23+160.00,15.637m,"1,095.944m",
3903,23+159.75,19.873m,"1,095.656m",
3904,23+159.71,25.534m,"1,095.511m",
3905,23+180.12,-15.817m,"1,098.150m",
3906,23+179.97,-12.735m,"1,098.178m",
3907,23+180.06,-9.402m,"1,098.159m",
3908,23+180.23,-7.398m,"1,097.968m",
3909,23+259.97,-12.690m,"1,098.111m",
3910,23+259.96,-9.247m,"1,098.056m",
3911,23+260.12,-6.778m,"1,097.541m",
3912,23+259.96,-3.416m,"1,096.556m",
3913,23+260.01,-1.018m,"1,096.243m",
3914,23+260.04,0.153m,"1,096.032m",
3915,23+259.97,2.357m,"1,095.662m",
3916,23+260.03,5.359m,"1,095.294m",
3917,23+259.98,9.038m,"1,095.309m",
3918,23+260.00,12.687m,"1,095.390m",
3919,23+260.02,15.131m,"1,095.354m",
3920,23+260.03,20.785m,"1,095.195m",
3921,23+259.70,27.899m,"1,094.999m",
3922,23+280.21,-15.474m,"1,098.008m",
3923,23+279.98,-12.452m,"1,098.017m",
3924,23+279.99,-9.084m,"1,097.987m",
3925,23+279.99,-6.899m,"1,097.672m",
3926,23+280.07,-4.219m,"1,096.915m",
3927,23+279.98,0.093m,"1,096.319m",
3928,23+280.05,6.418m,"1,095.430m",
3929,23+279.99,11.347m,"1,095.160m",
3930,23+280.03,15.112m,"1,095.044m",
3931,23+280.15,19.154m,"1,094.929m",
3932,23+294.99,-15.679m,"1,097.965m",
3933,23+294.90,-12.197m,"1,097.954m",
3934,23+294.98,-8.907m,"1,097.969m",
3935,23+294.78,-7.147m,"1,097.842m",
3936,23+294.67,-3.800m,"1,096.952m",
3937,23+294.47,0.059m,"1,096.361m",
3938,23+293.91,7.948m,"1,095.388m",
3939,23+294.29,15.266m,"1,094.669m",
3940,23+294.34,18.117m,"1,094.592m",
3941,23+299.83,16.653m,"1,094.167m",
3942,23+299.98,15.191m,"1,094.174m",
3943,23+300.10,9.659m,"1,094.203m",
3944,23+299.98,5.313m,"1,094.310m",
3945,23+300.07,-0.049m,"1,094.438m",
3946,23+300.05,-5.360m,"1,094.570m",
3947,23+300.08,-7.195m,"1,095.859m",
3948,23+300.01,-7.748m,"1,098.020m",
3949,23+300.02,-8.854m,"1,097.988m",
3950,23+300.05,-12.477m,"1,097.998m",
3951,23+300.04,-15.752m,"1,098.015m",
3952,23+304.99,-15.701m,"1,097.999m",
3953,23+304.75,-12.601m,"1,097.975m",
3954,23+304.51,-8.987m,"1,097.955m",
3955,23+304.16,-7.665m,"1,098.032m",
3956,23+304.03,-6.738m,"1,096.176m",
3957,23+303.99,-5.609m,"1,095.486m",
3958,23+303.95,-4.424m,"1,094.526m",
3959,23+303.42,0.008m,"1,094.426m",
3960,23+303.10,2.959m,"1,094.363m",
3961,23+303.06,10.285m,"1,094.169m",
3962,23+302.52,15.180m,"1,094.111m",
3963,23+302.13,18.613m,"1,094.055m",
3964,23+310.73,22.124m,"1,094.329m",
3965,23+310.99,13.624m,"1,094.673m",
3966,23+310.69,8.138m,"1,094.903m",
3967,23+310.85,3.223m,"1,095.360m",
3968,22+620.00,-15.727m,"1,096.573m",
3969,22+640.01,22.605m,"1,093.523m",
3970,22+640.04,15.480m,"1,093.677m",
3971,22+640.06,12.307m,"1,093.814m",
3972,22+639.94,7.840m,"1,093.678m",
3973,22+640.02,3.899m,"1,094.159m",
3974,22+640.12,0.244m,"1,094.543m",
3975,22+639.99,-2.883m,"1,094.872m",
3976,22+639.99,-5.494m,"1,095.626m",
3977,22+639.97,-7.521m,"1,096.463m",
3978,22+640.02,-9.189m,"1,096.664m",
3979,22+639.98,-12.280m,"1,096.678m",
3980,22+639.94,-15.843m,"1,096.674m",
3981,22+660.02,-16.000m,"1,096.741m",
3982,22+660.03,-12.665m,"1,096.759m",
3983,22+660.12,-9.096m,"1,096.743m",
3984,22+660.10,-6.514m,"1,096.322m",
3985,22+659.96,-0.141m,"1,094.718m",
3986,22+660.02,-4.293m,"1,095.557m",
3987,22+660.05,6.036m,"1,093.812m",
3988,22+659.87,11.994m,"1,093.983m",
3989,22+659.95,14.759m,"1,093.911m",
3990,22+659.98,16.426m,"1,093.682m",
3991,22+660.32,22.119m,"1,093.484m",
3992,22+680.00,-16.049m,"1,096.800m",
3993,22+679.96,-12.560m,"1,096.853m",
3994,22+680.00,-9.319m,"1,096.790m",
3995,22+680.06,-7.518m,"1,096.692m",
3996,22+679.93,-5.397m,"1,095.970m",
3997,22+679.95,0.156m,"1,094.624m",
3998,22+680.04,6.437m,"1,093.838m",
3999,22+679.94,15.118m,"1,093.906m",
4000,22+680.20,16.747m,"1,093.736m",
4001,22+680.30,22.650m,"1,093.643m",
4002,22+680.36,26.715m,"1,093.473m",
4003,22+700.04,-16.021m,"1,096.845m",
4004,22+700.03,-12.857m,"1,096.883m",
4005,22+699.95,-9.314m,"1,096.839m",
4006,22+700.05,-6.854m,"1,096.462m",
4007,22+700.00,-0.085m,"1,094.608m",
4008,22+700.00,7.114m,"1,093.806m",
4009,22+700.04,14.986m,"1,093.891m",
4010,22+699.89,16.405m,"1,093.690m",
4011,22+700.23,22.708m,"1,093.467m",
4012,22+720.01,-15.916m,"1,096.860m",
4013,22+720.01,-12.588m,"1,096.900m",
4014,22+720.02,-9.177m,"1,096.895m",
4015,22+719.98,-7.452m,"1,096.640m",
4016,22+719.96,-4.290m,"1,095.529m",
4017,22+720.04,-0.001m,"1,094.579m",
4018,22+720.05,6.862m,"1,094.032m",
4019,22+720.13,15.003m,"1,093.848m",
4020,22+720.02,15.946m,"1,093.856m",
4021,22+719.92,16.805m,"1,093.716m",
4022,22+719.75,21.933m,"1,093.540m",
4023,22+739.94,-15.873m,"1,096.933m",
4024,22+740.04,-12.659m,"1,096.906m",
4025,22+739.97,-9.300m,"1,096.957m",
4026,22+740.05,-8.290m,"1,096.908m",
4027,22+740.08,-5.087m,"1,096.035m",
4028,22+739.98,-0.015m,"1,095.149m",
4029,23+179.93,0.037m,"1,096.564m",
4030,23+180.16,5.512m,"1,096.074m",
4031,23+179.92,9.568m,"1,095.668m",
4032,23+180.07,13.829m,"1,095.559m",
4033,23+180.04,17.495m,"1,095.744m",
4034,23+200.51,-16.156m,"1,098.151m",
4035,23+200.00,-12.638m,"1,098.171m",
4036,23+200.13,-9.087m,"1,098.195m",
4037,23+200.02,-5.196m,"1,097.262m",
4038,23+200.08,0.072m,"1,096.653m",
4039,23+199.99,7.548m,"1,095.714m",
4040,23+200.00,14.874m,"1,095.693m",
4041,23+199.97,20.337m,"1,095.516m",
4042,23+220.08,-15.748m,"1,098.169m",
4043,23+220.01,-12.351m,"1,098.175m",
4044,23+220.06,-9.196m,"1,098.165m",
4045,23+219.99,-6.628m,"1,097.697m",
4046,23+219.98,-4.664m,"1,097.004m",
4047,23+219.98,-0.161m,"1,096.315m",
4048,23+220.06,5.283m,"1,095.511m",
4049,23+220.15,11.241m,"1,095.453m",
4050,23+220.01,15.108m,"1,095.449m",
4051,23+219.76,20.066m,"1,095.358m",
4052,23+239.97,-15.546m,"1,098.129m",
4053,23+239.88,-12.229m,"1,098.137m",
4054,23+240.19,-9.066m,"1,098.132m",
4055,23+239.99,-6.821m,"1,097.656m",
4056,23+239.81,-3.017m,"1,096.624m",
4057,23+239.95,-0.106m,"1,096.297m",
4058,23+239.87,15.253m,"1,095.302m",
4059,23+240.01,6.169m,"1,095.357m",
4060,23+239.99,20.568m,"1,095.193m",
4061,23+240.30,26.054m,"1,094.906m",
4062,23+260.10,-15.503m,"1,098.069m",
4063,22+739.92,7.234m,"1,094.139m",
4064,22+739.90,11.425m,"1,093.834m",
4065,22+739.79,14.773m,"1,093.727m",
4066,22+739.90,16.495m,"1,093.738m",
4067,22+740.01,19.353m,"1,093.666m",
4068,22+746.01,19.804m,"1,093.455m",
4069,22+746.37,13.526m,"1,093.745m",
4070,22+746.59,8.405m,"1,093.948m",
4071,22+746.80,4.199m,"1,094.156m",
4072,22+746.78,1.618m,"1,094.339m",
4073,22+746.81,0.093m,"1,094.479m",
4074,22+747.00,-2.192m,"1,094.724m",
4075,22+747.15,-4.703m,"1,095.030m",
4076,22+747.34,-7.207m,"1,096.017m",
4077,22+747.38,-7.987m,"1,097.091m",
4078,22+747.39,-9.427m,"1,097.009m",
4079,22+747.24,-12.773m,"1,096.986m",
4080,22+747.37,-16.029m,"1,096.982m",
4081,22+748.13,19.405m,"1,093.454m",
4082,22+748.42,14.646m,"1,093.770m",
4083,22+748.28,11.214m,"1,093.802m",
4084,22+748.39,7.036m,"1,093.973m",
4085,22+748.41,4.242m,"1,094.052m",
4086,22+748.86,0.077m,"1,094.138m",
4087,22+749.32,-4.087m,"1,094.260m",
4088,22+749.20,-6.817m,"1,094.640m",
4089,22+749.34,-7.931m,"1,097.112m",
4090,22+749.22,-9.349m,"1,097.034m",
4091,22+749.61,-12.563m,"1,097.039m",
4092,22+749.50,-15.640m,"1,097.003m",
4093,22+752.10,18.652m,"1,093.600m",
4094,22+752.30,12.829m,"1,093.812m",
4095,22+752.29,8.283m,"1,093.923m",
4096,22+752.33,5.361m,"1,093.940m",
4097,22+752.37,2.177m,"1,094.112m",
4098,22+752.24,0.014m,"1,094.153m",
4099,22+752.23,-3.177m,"1,094.594m",
4100,22+752.41,-5.859m,"1,094.873m",
4101,22+752.37,-7.220m,"1,095.492m",
4102,22+752.48,-7.901m,"1,097.052m",
4103,22+752.44,-9.305m,"1,097.026m",
4104,22+752.48,-12.752m,"1,097.033m",
4105,22+753.05,-16.286m,"1,097.042m",
4106,22+760.06,-16.060m,"1,097.022m",
4107,22+760.01,-12.679m,"1,097.067m",
4108,22+760.10,-9.498m,"1,097.058m",
4109,22+759.94,-7.803m,"1,096.901m",
4110,22+759.94,-3.360m,"1,095.917m",
4111,22+759.93,0.083m,"1,095.236m",
4112,22+759.96,3.031m,"1,094.840m",
4113,22+760.00,7.204m,"1,094.674m",
4114,22+760.18,10.898m,"1,094.064m",
4115,22+760.07,14.991m,"1,093.827m",
4116,22+759.98,18.254m,"1,093.731m",
4117,22+779.53,21.320m,"1,093.721m",
4118,22+779.89,17.046m,"1,094.122m",
4119,22+780.04,15.126m,"1,094.093m",
4120,22+780.07,10.854m,"1,094.239m",
4121,22+780.04,6.906m,"1,094.241m",
4122,22+520.06,-6.085m,"1,096.145m",
4123,22+520.10,-3.776m,"1,095.577m",
4124,22+520.01,-0.042m,"1,095.148m",
4125,22+520.13,3.417m,"1,094.741m",
4126,22+520.08,8.188m,"1,094.214m",
4127,22+520.04,13.411m,"1,093.537m",
4128,22+519.94,14.907m,"1,093.517m",
4129,22+520.17,18.349m,"1,093.467m",
4130,22+520.55,21.902m,"1,093.345m",
4131,22+529.60,23.428m,"1,093.407m",
4132,22+529.81,21.578m,"1,093.372m",
4133,22+529.35,16.121m,"1,093.492m",
4134,22+529.34,10.647m,"1,093.466m",
4135,22+529.40,6.439m,"1,093.644m",
4136,22+529.62,0.105m,"1,094.016m",
4137,22+529.28,0.037m,"1,094.202m",
4138,22+529.27,-2.887m,"1,094.790m",
4139,22+529.33,-5.387m,"1,095.521m",
4140,22+529.21,-7.368m,"1,096.359m",
4141,22+529.28,-7.803m,"1,096.436m",
4142,22+529.19,-8.126m,"1,096.392m",
4143,22+529.09,-9.175m,"1,096.356m",
4144,22+529.16,-12.361m,"1,096.321m",
4145,22+529.15,-15.905m,"1,096.361m",
4146,22+532.73,-15.941m,"1,096.382m",
4147,22+532.85,-12.622m,"1,096.376m",
4148,22+532.84,-9.391m,"1,096.364m",
4149,22+532.95,-7.757m,"1,096.320m",
4150,22+532.89,-7.182m,"1,094.406m",
4151,22+532.88,-4.570m,"1,093.683m",
4152,22+532.86,-1.719m,"1,093.510m",
4153,22+532.99,0.055m,"1,093.483m",
4154,22+532.97,1.841m,"1,093.285m",
4155,22+532.98,4.765m,"1,093.249m",
4156,22+533.02,8.520m,"1,093.131m",
4157,22+533.05,12.822m,"1,093.074m",
4158,22+532.87,16.718m,"1,093.334m",
4159,22+533.00,21.116m,"1,093.382m",
4160,22+536.61,21.067m,"1,093.069m",
4161,22+536.64,16.130m,"1,093.259m",
4162,22+536.56,12.659m,"1,093.264m",
4163,22+536.53,8.982m,"1,093.508m",
4164,22+536.48,5.798m,"1,093.321m",
4165,22+536.30,2.098m,"1,093.405m",
4166,22+536.27,0.117m,"1,093.636m",
4167,22+536.30,-2.209m,"1,093.727m",
4168,22+536.25,-5.393m,"1,094.141m",
4169,22+536.34,-6.791m,"1,094.621m",
4170,22+536.39,-7.360m,"1,095.546m",
4171,22+536.39,-8.013m,"1,096.399m",
4172,22+536.44,-9.140m,"1,096.371m",
4173,22+536.60,-12.656m,"1,096.375m",
4174,22+536.33,-15.863m,"1,096.397m",
4175,22+539.96,-15.789m,"1,096.377m",
4176,22+540.05,-12.302m,"1,096.368m",
4177,22+539.92,-9.227m,"1,096.386m",
4178,22+540.03,-8.591m,"1,096.394m",
4179,22+539.96,-5.644m,"1,095.416m",
4180,22+540.01,0.002m,"1,094.403m",
4181,22+540.09,1.185m,"1,094.706m",
4182,22+540.03,2.826m,"1,093.827m",
4183,22+540.08,13.802m,"1,093.241m",
4184,22+540.07,20.688m,"1,093.056m",
4185,22+559.81,22.347m,"1,093.373m",
4186,22+559.65,19.129m,"1,093.238m",
4187,22+559.97,15.075m,"1,093.416m",
4188,22+560.16,13.168m,"1,093.754m",
4189,22+560.35,5.674m,"1,094.009m",
4190,22+560.02,0.056m,"1,094.279m",
4191,22+560.08,-4.433m,"1,095.084m",
4192,22+560.08,-7.822m,"1,096.350m",
4193,22+560.14,-9.201m,"1,096.431m",
4194,22+560.06,-12.491m,"1,096.448m",
4195,22+560.12,-15.925m,"1,096.410m",
4196,22+579.96,-15.720m,"1,096.496m",
4197,22+579.98,-12.719m,"1,096.511m",
4198,22+580.04,-9.375m,"1,096.534m",
4199,22+579.95,-8.113m,"1,096.452m",
4200,22+579.96,-5.111m,"1,095.423m",
4201,22+580.01,0.062m,"1,094.237m",
4202,22+580.06,4.902m,"1,094.054m",
4203,22+579.99,9.390m,"1,093.826m",
4204,22+579.93,14.880m,"1,093.665m",
4205,22+579.87,15.980m,"1,093.396m",
4206,22+579.72,20.622m,"1,093.293m",
4207,22+600.18,22.393m,"1,093.363m",
4208,22+600.08,15.877m,"1,093.519m",
4209,22+599.97,15.138m,"1,093.612m",
4210,22+600.01,11.479m,"1,093.727m",
4211,22+600.14,7.612m,"1,093.851m",
4212,22+600.09,3.493m,"1,094.083m",
4213,22+600.08,0.104m,"1,094.266m",
4214,22+600.00,-2.798m,"1,094.630m",
4215,22+600.05,-5.124m,"1,095.407m",
4216,22+600.02,-8.071m,"1,096.507m",
4217,22+600.06,-9.342m,"1,096.599m",
4218,22+600.10,-12.614m,"1,096.608m",
4219,22+599.97,-15.912m,"1,096.515m",
4220,22+620.37,22.807m,"1,093.460m",
4221,22+620.03,15.339m,"1,093.580m",
4222,22+619.86,12.488m,"1,093.757m",
4223,22+619.97,6.576m,"1,094.069m",
4224,22+620.24,2.738m,"1,094.245m",
4225,22+620.05,0.024m,"1,094.442m",
4226,22+620.14,-4.479m,"1,095.108m",
4227,22+620.04,-8.167m,"1,096.559m",
4228,22+620.08,-9.290m,"1,096.611m",
4229,22+620.11,-12.531m,"1,096.624m",
4230,22+239.98,11.740m,"1,093.362m",
4231,22+240.06,9.070m,"1,093.201m",
4232,22+239.97,4.821m,"1,093.440m",
4233,22+240.01,0.170m,"1,093.664m",
4234,22+240.01,-4.433m,"1,094.348m",
4235,22+240.01,-5.488m,"1,094.652m",
4236,22+240.03,-9.039m,"1,095.300m",
4237,22+240.02,-12.428m,"1,095.319m",
4238,22+240.05,-15.700m,"1,095.322m",
4239,22+252.91,-15.821m,"1,095.360m",
4240,22+252.91,-12.325m,"1,095.401m",
4241,22+252.88,-9.141m,"1,095.347m",
4242,22+252.85,-7.134m,"1,095.152m",
4243,22+252.82,-4.822m,"1,094.394m",
4244,22+252.95,0.092m,"1,093.603m",
4245,22+252.96,4.249m,"1,093.519m",
4246,22+252.79,8.023m,"1,093.258m",
4247,22+252.90,12.717m,"1,093.006m",
4248,22+252.72,17.101m,"1,092.795m",
4249,22+252.60,19.789m,"1,092.609m",
4250,22+260.04,20.390m,"1,092.783m",
4251,22+260.16,16.432m,"1,092.935m",
4252,22+260.05,14.929m,"1,093.002m",
4253,22+260.02,11.341m,"1,093.230m",
4254,22+260.00,8.277m,"1,093.344m",
4255,22+259.97,5.214m,"1,093.322m",
4256,22+259.94,3.767m,"1,093.297m",
4257,22+259.97,1.980m,"1,093.368m",
4258,22+259.97,0.143m,"1,093.504m",
4259,22+259.97,-4.306m,"1,094.190m",
4260,22+260.03,-7.013m,"1,095.094m",
4261,22+259.98,-9.016m,"1,095.357m",
4262,22+259.95,-12.458m,"1,095.420m",
4263,22+259.98,-15.789m,"1,095.385m",
4264,22+280.05,-15.930m,"1,095.483m",
4265,22+279.97,-12.504m,"1,095.501m",
4266,22+280.00,-9.095m,"1,095.476m",
4267,22+279.98,-6.450m,"1,095.274m",
4268,22+280.03,0.056m,"1,093.777m",
4269,22+280.12,6.864m,"1,093.150m",
4270,22+280.07,15.021m,"1,092.816m",
4271,22+280.12,19.473m,"1,092.546m",
4272,22+280.38,24.736m,"1,092.252m",
4273,22+295.24,23.167m,"1,091.955m",
4274,22+295.45,17.998m,"1,092.192m",
4275,22+295.52,14.780m,"1,092.295m",
4276,22+295.74,10.688m,"1,092.666m",
4277,22+295.34,5.958m,"1,093.151m",
4278,22+295.35,0.397m,"1,093.960m",
4279,22+295.28,-2.486m,"1,094.393m",
4280,22+295.64,-6.913m,"1,095.377m",
4281,22+295.63,-7.812m,"1,095.631m",
4282,22+295.57,-8.154m,"1,095.584m",
4283,22+295.61,-9.092m,"1,095.565m",
4284,22+295.44,-12.507m,"1,095.595m",
4285,22+295.49,-15.833m,"1,095.584m",
4286,22+298.35,17.885m,"1,092.204m",
4287,22+298.57,12.627m,"1,092.402m",
4288,22+298.71,7.002m,"1,092.297m",
4289,22+298.45,2.088m,"1,092.554m",
4290,22+298.29,0.016m,"1,092.560m",
4291,22+298.47,-3.273m,"1,093.287m",
4292,22+298.44,-6.526m,"1,094.017m",
4293,22+298.43,-7.797m,"1,095.619m",
4294,22+298.52,-8.348m,"1,095.616m",
4295,22+298.37,-9.149m,"1,095.585m",
4296,22+298.62,-12.426m,"1,095.646m",
4297,22+298.55,-15.897m,"1,095.617m",
4298,22+301.22,23.716m,"1,091.832m",
4299,22+301.30,19.282m,"1,091.952m",
4300,22+301.26,17.370m,"1,092.043m",
4301,22+301.35,12.936m,"1,092.078m",
4302,22+301.07,7.244m,"1,092.193m",
4303,22+301.19,3.028m,"1,092.507m",
4304,22+301.10,0.119m,"1,092.883m",
4305,22+301.15,-4.108m,"1,092.577m",
4306,22+301.24,-6.847m,"1,092.750m",
4307,22+301.11,-7.785m,"1,095.559m",
4308,22+301.13,-9.194m,"1,095.596m",
4309,22+300.83,-12.561m,"1,095.641m",
4310,22+300.84,-15.665m,"1,095.631m",
4311,22+304.86,21.273m,"1,091.777m",
4312,22+304.83,15.832m,"1,091.778m",
4313,22+304.79,11.731m,"1,091.904m",
4314,22+304.58,8.662m,"1,091.979m",
4315,22+304.58,5.202m,"1,092.116m",
4316,22+304.59,2.098m,"1,092.325m",
4317,22+304.66,-0.079m,"1,092.615m",
4318,22+304.66,-2.267m,"1,094.548m",
4319,22+304.56,-4.683m,"1,094.824m",
4320,22+304.79,-6.552m,"1,095.213m",
4321,22+304.56,-8.143m,"1,095.679m",
4322,22+304.75,-9.312m,"1,095.598m",
4323,22+304.91,-12.463m,"1,095.608m",
4324,22+304.97,-15.911m,"1,095.617m",
4325,22+320.23,-15.841m,"1,095.655m",
4326,22+320.02,-12.487m,"1,095.710m",
4327,22+320.09,-9.197m,"1,095.678m",
4328,22+320.00,-6.601m,"1,095.217m",
4329,22+320.06,-4.204m,"1,094.355m",
4330,22+320.05,-0.040m,"1,093.334m",
4331,22+320.05,2.349m,"1,092.948m",
4332,22+320.02,6.621m,"1,092.491m",
4333,22+320.11,10.523m,"1,092.393m",
4334,22+320.03,14.609m,"1,092.571m",
4335,22+319.98,17.989m,"1,092.014m",
4336,22+319.88,24.416m,"1,091.972m",
4337,22+340.08,-15.906m,"1,095.714m",
4338,22+339.98,-12.675m,"1,095.767m",
4339,22+339.84,-9.169m,"1,095.770m",
4340,22+340.05,-6.169m,"1,094.952m",
4341,22+340.02,-3.775m,"1,093.816m",
4342,22+340.02,0.108m,"1,093.229m",
4343,22+339.99,5.503m,"1,092.973m",
4344,22+340.06,10.234m,"1,092.802m",
4345,22+339.99,14.723m,"1,092.637m",
4346,22+340.14,18.473m,"1,092.486m",
4347,22+340.09,25.296m,"1,092.386m",
4348,22+360.02,-15.808m,"1,095.830m",
4349,22+360.00,-12.446m,"1,095.830m",
4350,22+039.99,4.023m,"1,095.098m",
4351,22+040.06,9.755m,"1,096.095m",
4352,22+039.99,15.019m,"1,096.804m",
4353,22+040.25,18.893m,"1,097.039m",
4354,22+040.40,22.471m,"1,095.636m",
4355,22+060.32,24.410m,"1,093.923m",
4356,22+060.11,19.577m,"1,096.933m",
4357,22+060.01,14.973m,"1,096.917m",
4358,22+060.03,8.271m,"1,096.053m",
4359,22+059.96,0.001m,"1,094.475m",
4360,22+060.11,-3.150m,"1,093.661m",
4361,22+060.13,-6.323m,"1,092.776m",
4362,22+060.09,-7.787m,"1,093.043m",
4363,22+059.98,-9.009m,"1,093.136m",
4364,22+059.99,-12.273m,"1,093.164m",
4365,22+060.06,-15.906m,"1,093.109m",
4366,22+080.25,29.822m,"1,093.889m",
4367,22+080.15,22.630m,"1,094.325m",
4368,22+080.10,15.176m,"1,094.660m",
4369,22+080.14,12.133m,"1,095.117m",
4370,22+080.05,8.800m,"1,096.182m",
4371,22+079.95,6.631m,"1,095.822m",
4372,22+079.98,0.356m,"1,094.940m",
4373,22+079.92,-2.614m,"1,094.260m",
4374,22+079.97,-4.443m,"1,093.386m",
4375,22+080.05,-5.984m,"1,093.162m",
4376,22+079.96,-7.831m,"1,093.399m",
4377,22+079.98,-8.994m,"1,093.451m",
4378,22+080.00,-12.546m,"1,093.454m",
4379,22+079.92,-15.835m,"1,093.428m",
4380,22+100.03,-15.763m,"1,093.708m",
