Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/7/2024 10:32:13 AM,,,,
,,,,
,,,,
Alignment Name: en-d19,,,,
Description:,,,,
"Station Range: Start: 17+125.67, End: 23+797.40",,,,
,,,,
Point,Station,Offset,Elevation,Description
2574,20+123.50,-3.858m,"1,101.536m",
2575,20+123.59,-6.717m,"1,101.815m",
2576,20+123.58,-7.552m,"1,101.938m",
2577,20+123.54,-7.872m,"1,102.098m",
2578,20+123.58,-8.290m,"1,102.095m",
2579,20+123.57,-9.240m,"1,102.077m",
2580,20+123.52,-12.574m,"1,102.097m",
2581,20+123.56,-15.944m,"1,102.099m",
2582,20+140.17,-16.056m,"1,101.813m",
2583,20+140.11,-12.595m,"1,101.838m",
2584,20+139.95,-9.144m,"1,101.816m",
2585,20+140.00,-6.389m,"1,101.624m",
2586,20+140.14,-3.353m,"1,100.908m",
2587,20+140.14,0.167m,"1,100.362m",
2588,20+140.16,3.964m,"1,099.797m",
2589,20+140.19,10.456m,"1,099.465m",
2590,20+140.07,7.916m,"1,099.539m",
2591,20+140.07,14.976m,"1,099.373m",
2592,20+139.95,17.563m,"1,099.425m",
2593,20+139.92,20.633m,"1,099.142m",
2594,20+139.88,23.356m,"1,099.011m",
2595,20+139.92,26.562m,"1,098.954m",
2596,20+159.75,28.084m,"1,098.488m",
2597,20+160.52,22.905m,"1,098.892m",
2598,20+160.44,19.434m,"1,099.086m",
2599,20+160.33,17.470m,"1,099.023m",
2600,20+160.06,10.786m,"1,099.022m",
2601,20+160.30,7.873m,"1,099.456m",
2602,20+159.95,4.469m,"1,099.389m",
2603,20+160.11,0.218m,"1,099.633m",
2604,20+160.00,-2.433m,"1,099.881m",
2605,20+160.10,-4.026m,"1,100.121m",
2606,20+160.03,-6.551m,"1,101.089m",
2607,20+160.00,-9.243m,"1,101.597m",
2608,20+159.98,-12.635m,"1,101.614m",
2609,20+160.08,-15.873m,"1,101.591m",
2610,20+180.05,-15.972m,"1,101.308m",
2611,20+180.11,-12.895m,"1,101.306m",
2612,20+180.07,-9.133m,"1,101.316m",
2613,20+179.99,-7.063m,"1,101.085m",
2614,20+180.13,-3.979m,"1,099.908m",
2615,20+179.92,-1.875m,"1,099.725m",
2616,20+179.94,0.031m,"1,099.597m",
2617,20+180.00,9.442m,"1,098.998m",
2618,20+180.20,10.998m,"1,098.741m",
2619,20+179.88,16.418m,"1,098.621m",
2620,20+180.02,20.883m,"1,098.315m",
2621,20+179.93,27.655m,"1,098.156m",
2622,20+200.01,-16.125m,"1,101.091m",
2623,20+200.16,-12.689m,"1,101.093m",
2624,20+200.08,-9.130m,"1,101.092m",
2625,20+200.25,-5.132m,"1,100.126m",
2626,20+200.05,-0.045m,"1,099.269m",
2627,20+200.04,4.498m,"1,099.013m",
2628,20+200.17,11.594m,"1,098.487m",
2629,20+199.96,16.424m,"1,098.399m",
2630,20+199.98,20.493m,"1,098.618m",
2631,20+199.99,25.773m,"1,098.102m",
2632,20+219.40,31.325m,"1,097.758m",
2633,20+349.24,-12.598m,"1,099.263m",
2634,20+349.50,-16.255m,"1,099.238m",
2635,20+360.20,31.060m,"1,095.553m",
2636,20+360.37,26.721m,"1,095.563m",
2637,20+360.80,22.402m,"1,096.277m",
2638,20+360.25,14.895m,"1,095.964m",
2639,20+360.02,11.442m,"1,096.496m",
2640,20+360.06,8.201m,"1,096.599m",
2641,20+360.07,2.646m,"1,097.098m",
2642,20+360.06,0.005m,"1,097.386m",
2643,20+360.12,-1.359m,"1,097.511m",
2644,20+360.15,-4.437m,"1,097.828m",
2645,20+359.96,-7.587m,"1,098.899m",
2646,20+360.16,-9.331m,"1,099.031m",
2647,20+360.09,-12.636m,"1,099.055m",
2648,20+360.05,-16.215m,"1,099.049m",
2649,20+380.24,31.714m,"1,095.407m",
2650,20+380.45,30.132m,"1,095.536m",
2651,20+380.45,24.042m,"1,095.924m",
2652,20+380.19,25.836m,"1,095.669m",
2653,20+380.40,21.893m,"1,095.782m",
2654,20+379.98,15.425m,"1,095.729m",
2655,20+380.08,12.133m,"1,095.934m",
2656,20+380.05,9.050m,"1,095.992m",
2657,20+380.00,0.136m,"1,096.636m",
2658,20+380.15,-1.709m,"1,096.797m",
2659,20+380.08,-4.700m,"1,097.241m",
2660,20+380.04,-7.430m,"1,098.401m",
2661,20+380.03,-9.464m,"1,098.772m",
2662,20+379.99,-12.756m,"1,098.779m",
2663,20+380.00,-16.088m,"1,098.743m",
2664,20+400.15,-16.064m,"1,098.433m",
2665,20+400.03,-12.789m,"1,098.390m",
2666,20+399.97,-9.369m,"1,098.427m",
2667,20+400.02,-7.032m,"1,098.090m",
2668,20+400.05,-4.479m,"1,096.961m",
2669,20+400.00,0.028m,"1,096.562m",
2670,20+400.04,6.748m,"1,096.210m",
2671,20+399.98,11.305m,"1,096.008m",
2672,20+400.11,15.231m,"1,095.615m",
2673,20+399.41,22.615m,"1,095.783m",
2674,20+399.35,28.880m,"1,095.270m",
2675,20+399.28,31.790m,"1,095.179m",
2676,20+420.17,-16.299m,"1,098.032m",
2677,20+420.00,-12.738m,"1,098.027m",
2678,20+420.00,-9.328m,"1,098.021m",
2679,20+420.01,-7.402m,"1,097.904m",
2680,20+420.05,-4.429m,"1,097.023m",
2681,20+420.07,0.083m,"1,096.634m",
2682,20+420.04,14.925m,"1,095.462m",
2683,20+420.09,10.144m,"1,095.946m",
2684,20+420.02,6.839m,"1,096.307m",
2685,20+419.90,22.064m,"1,095.377m",
2686,20+419.96,24.819m,"1,095.241m",
2687,20+420.00,29.167m,"1,095.097m",
2688,20+430.74,29.821m,"1,094.815m",
2689,20+430.64,21.970m,"1,095.028m",
2690,20+430.84,11.707m,"1,095.002m",
2691,20+430.95,4.786m,"1,095.227m",
2692,20+430.72,-0.119m,"1,095.370m",
2693,20+430.83,-4.730m,"1,095.490m",
2694,20+431.00,-6.973m,"1,095.862m",
2695,20+431.04,-7.965m,"1,097.874m",
2696,20+431.09,-8.524m,"1,097.848m",
2697,20+431.06,-9.305m,"1,097.840m",
2698,20+431.33,-12.659m,"1,097.869m",
2699,20+431.43,-16.027m,"1,097.874m",
2700,20+434.18,23.334m,"1,094.933m",
2701,20+434.41,17.134m,"1,095.052m",
2702,20+434.73,12.007m,"1,095.216m",
2703,20+434.80,7.749m,"1,095.618m",
2704,20+434.64,4.271m,"1,095.779m",
2705,20+434.67,2.675m,"1,096.154m",
2706,20+434.75,0.079m,"1,096.012m",
2707,20+434.91,-2.359m,"1,096.196m",
2708,20+435.02,-5.006m,"1,096.859m",
2709,20+435.02,-7.084m,"1,097.095m",
2710,20+434.95,-7.907m,"1,097.788m",
2711,20+434.99,-8.414m,"1,097.809m",
2712,20+435.03,-9.398m,"1,097.755m",
2713,20+435.37,-12.644m,"1,097.784m",
2714,20+435.56,-16.182m,"1,097.796m",
2715,20+440.17,-16.052m,"1,097.701m",
2716,20+440.13,-12.810m,"1,097.646m",
2717,20+440.07,-9.295m,"1,097.641m",
2718,20+440.02,-6.714m,"1,097.315m",
2719,20+439.99,-4.209m,"1,096.764m",
2720,20+439.98,-2.441m,"1,096.534m",
2721,20+440.03,0.027m,"1,096.272m",
2722,20+439.97,3.313m,"1,096.003m",
2723,20+440.06,6.609m,"1,095.821m",
2724,20+440.05,9.897m,"1,095.539m",
2725,20+440.07,15.049m,"1,095.077m",
2726,20+439.88,17.729m,"1,094.993m",
2727,20+439.82,22.830m,"1,095.095m",
2728,20+439.85,28.266m,"1,094.635m",
2729,20+460.12,30.269m,"1,094.076m",
2730,20+460.26,25.652m,"1,094.370m",
2731,20+460.49,22.847m,"1,094.792m",
2732,20+460.20,15.146m,"1,094.832m",
2733,20+460.00,13.269m,"1,094.991m",
2734,20+459.94,10.678m,"1,094.987m",
2735,20+460.02,7.550m,"1,095.198m",
2736,20+460.07,4.254m,"1,095.389m",
2737,20+460.08,0.020m,"1,095.618m",
2738,20+460.04,-3.013m,"1,095.903m",
2739,20+459.98,-7.129m,"1,097.106m",
2740,20+460.02,-9.289m,"1,097.323m",
2741,20+460.03,-12.621m,"1,097.288m",
2742,20+460.13,-16.032m,"1,097.305m",
2743,20+480.02,-16.029m,"1,096.915m",
2744,20+480.10,-12.720m,"1,096.929m",
2745,20+480.03,-9.287m,"1,096.926m",
2746,20+480.04,-6.494m,"1,096.464m",
2747,20+480.02,-4.112m,"1,095.573m",
2748,20+480.06,0.012m,"1,095.155m",
2749,20+480.11,5.767m,"1,094.889m",
2750,20+479.95,11.678m,"1,094.494m",
2751,20+479.98,15.085m,"1,094.416m",
2752,20+479.95,15.525m,"1,094.266m",
2753,19+940.07,11.673m,"1,100.901m",
2754,19+940.05,15.868m,"1,101.226m",
2755,19+940.00,19.239m,"1,100.870m",
2756,19+939.91,23.169m,"1,100.692m",
2757,19+960.00,30.105m,"1,100.119m",
2758,19+960.67,24.286m,"1,100.360m",
2759,19+960.56,20.363m,"1,100.521m",
2760,19+960.57,18.477m,"1,100.481m",
2761,19+960.28,14.960m,"1,100.701m",
2762,19+960.17,12.785m,"1,100.763m",
2763,19+960.23,7.687m,"1,100.939m",
2764,19+960.07,0.099m,"1,101.469m",
2765,19+960.08,-2.623m,"1,101.963m",
2766,19+959.95,-5.289m,"1,103.005m",
2767,19+960.03,-7.700m,"1,103.961m",
2768,19+960.00,-9.439m,"1,104.131m",
2769,19+960.09,-12.763m,"1,104.124m",
2770,19+960.01,-16.072m,"1,104.129m",
2771,19+980.06,-16.056m,"1,103.918m",
2772,19+980.06,-12.810m,"1,103.899m",
2773,19+980.01,-9.336m,"1,103.887m",
2774,19+980.07,-7.413m,"1,103.766m",
2775,19+980.02,-5.561m,"1,103.124m",
2776,19+980.07,-2.986m,"1,101.963m",
2777,19+980.05,-0.016m,"1,101.481m",
2778,19+980.08,3.460m,"1,101.217m",
2779,19+980.03,7.508m,"1,100.868m",
2780,19+980.06,13.060m,"1,100.669m",
2781,19+980.03,16.184m,"1,100.917m",
2782,19+980.06,19.054m,"1,100.677m",
2783,19+979.80,23.650m,"1,100.415m",
2784,20+000.18,30.454m,"1,099.935m",
2785,20+000.25,22.908m,"1,100.333m",
2786,20+000.31,17.671m,"1,100.588m",
2787,19+999.95,14.444m,"1,100.817m",
2788,20+000.27,7.096m,"1,100.634m",
2789,20+000.22,3.272m,"1,100.840m",
2790,20+000.13,-0.022m,"1,101.184m",
2791,20+000.15,-3.286m,"1,101.800m",
2792,20+000.10,-5.887m,"1,102.938m",
2793,19+999.99,-7.800m,"1,103.573m",
2794,20+000.02,-9.268m,"1,103.596m",
2795,20+000.03,-12.600m,"1,103.633m",
2796,19+999.99,-15.978m,"1,103.630m",
2797,20+019.64,32.159m,"1,099.738m",
2798,20+019.99,26.679m,"1,099.892m",
2799,20+020.40,21.559m,"1,100.153m",
2800,20+020.02,15.221m,"1,100.513m",
2801,20+019.91,13.257m,"1,100.430m",
2802,20+020.17,7.770m,"1,100.454m",
2803,20+020.05,4.495m,"1,100.576m",
2804,20+020.14,-0.008m,"1,101.024m",
2805,20+020.04,-2.930m,"1,101.528m",
2806,20+019.92,-5.579m,"1,102.536m",
2807,20+019.95,-7.997m,"1,103.315m",
2808,20+020.05,-9.254m,"1,103.330m",
2809,20+020.08,-12.584m,"1,103.393m",
2810,20+020.12,-15.881m,"1,103.353m",
2811,20+037.41,24.428m,"1,100.009m",
2812,20+037.39,19.862m,"1,100.135m",
2813,20+037.48,16.624m,"1,100.451m",
2814,20+037.38,13.811m,"1,100.289m",
2815,20+037.82,7.577m,"1,100.398m",
2816,20+037.96,5.773m,"1,100.639m",
2817,20+038.00,3.961m,"1,100.732m",
2818,20+038.31,0.136m,"1,101.079m",
2819,20+038.39,-1.617m,"1,101.277m",
2820,20+038.06,-3.878m,"1,101.692m",
2821,20+038.15,-5.424m,"1,101.863m",
2822,20+038.23,-6.757m,"1,102.286m",
2823,20+038.27,-7.478m,"1,102.542m",
2824,20+038.27,-7.906m,"1,102.925m",
2825,20+038.27,-9.254m,"1,103.110m",
2826,20+038.20,-12.630m,"1,103.163m",
2827,20+037.93,-16.091m,"1,103.134m",
2828,20+040.15,-16.118m,"1,103.120m",
2829,20+040.04,-12.653m,"1,103.153m",
2830,20+039.98,-9.355m,"1,103.083m",
2831,20+040.00,-7.856m,"1,102.965m",
2832,20+040.01,-7.427m,"1,101.687m",
2833,20+040.05,-6.075m,"1,100.883m",
2834,20+040.00,-4.544m,"1,100.758m",
2835,20+040.03,-3.113m,"1,100.639m",
2836,20+040.02,-0.033m,"1,100.465m",
2837,20+039.98,2.429m,"1,100.357m",
2838,20+040.04,7.971m,"1,100.279m",
2839,20+039.93,13.205m,"1,100.097m",
2840,20+040.04,16.235m,"1,099.745m",
2841,20+039.80,20.131m,"1,099.577m",
2842,20+039.85,22.008m,"1,099.551m",
2843,20+042.22,15.473m,"1,099.903m",
2844,20+042.39,12.736m,"1,100.141m",
2845,20+042.58,7.527m,"1,100.224m",
2846,20+042.66,1.758m,"1,100.337m",
2847,20+042.79,0.064m,"1,100.357m",
2848,20+042.50,-2.490m,"1,100.449m",
2849,20+042.64,-6.219m,"1,100.904m",
2850,20+042.76,-7.804m,"1,102.935m",
2851,20+042.66,-9.242m,"1,103.075m",
2852,20+042.61,-16.121m,"1,103.069m",
2853,20+042.61,-12.766m,"1,103.122m",
2854,20+059.66,24.070m,"1,099.502m",
2855,20+059.95,21.783m,"1,099.673m",
2856,20+060.13,18.168m,"1,099.827m",
2857,20+060.05,16.402m,"1,100.028m",
2858,20+060.11,15.031m,"1,100.400m",
2859,20+060.02,13.374m,"1,100.080m",
2860,20+060.11,9.476m,"1,100.074m",
2861,20+060.06,8.042m,"1,100.167m",
2862,20+060.02,6.554m,"1,100.444m",
2863,20+060.11,4.086m,"1,100.656m",
2864,20+060.08,0.234m,"1,101.031m",
2865,20+060.11,-2.184m,"1,101.223m",
2866,20+060.13,-6.473m,"1,102.253m",
2867,20+060.07,-7.797m,"1,102.750m",
2868,20+060.02,-9.231m,"1,102.820m",
2869,20+060.07,-12.582m,"1,102.860m",
2870,20+060.16,-15.875m,"1,102.852m",
2871,20+080.14,-15.905m,"1,102.575m",
2872,20+080.05,-12.643m,"1,102.586m",
2873,19+800.01,-12.738m,"1,105.817m",
2874,19+800.09,-15.966m,"1,105.804m",
2875,19+820.12,-16.124m,"1,105.590m",
2876,19+820.08,-12.886m,"1,105.605m",
2877,19+820.07,-9.324m,"1,105.596m",
2878,19+820.05,-5.580m,"1,104.593m",
2879,19+820.02,0.102m,"1,102.848m",
2880,19+820.03,6.995m,"1,102.182m",
2881,19+820.00,14.857m,"1,101.946m",
2882,19+819.89,20.529m,"1,101.831m",
2883,19+819.61,29.857m,"1,101.459m",
2884,19+819.35,37.513m,"1,101.086m",
2885,19+839.89,-16.180m,"1,105.435m",
2886,19+839.91,-12.879m,"1,105.419m",
2887,19+840.00,-9.133m,"1,105.396m",
2888,19+839.99,-9.485m,"1,105.390m",
2889,19+839.99,-7.925m,"1,105.300m",
2890,19+839.99,-5.185m,"1,104.186m",
2891,19+840.09,-3.238m,"1,103.374m",
2892,19+840.06,0.027m,"1,102.745m",
2893,19+840.03,6.350m,"1,101.970m",
2894,19+839.93,7.601m,"1,101.816m",
2895,19+839.92,15.009m,"1,101.919m",
2896,19+840.00,17.565m,"1,102.013m",
2897,19+839.97,21.410m,"1,101.589m",
2898,19+839.85,26.406m,"1,101.354m",
2899,19+859.99,-16.141m,"1,105.220m",
2900,19+860.05,-12.903m,"1,105.219m",
2901,19+860.01,-9.466m,"1,105.215m",
2902,19+860.01,-7.622m,"1,105.032m",
2903,19+860.07,-3.343m,"1,103.288m",
2904,19+860.02,0.002m,"1,102.687m",
2905,19+860.17,6.933m,"1,101.767m",
2906,19+860.00,8.145m,"1,101.711m",
2907,19+859.99,13.149m,"1,101.596m",
2908,19+859.96,15.156m,"1,101.875m",
2909,19+860.09,17.676m,"1,101.674m",
2910,19+860.00,21.205m,"1,101.539m",
2911,19+859.88,26.865m,"1,101.242m",
2912,19+859.67,32.294m,"1,100.911m",
2913,19+879.94,-16.089m,"1,104.998m",
2914,19+880.05,-12.778m,"1,105.001m",
2915,19+880.13,-9.402m,"1,105.000m",
2916,19+879.94,-6.148m,"1,104.826m",
2917,19+880.00,0.087m,"1,103.311m",
2918,19+880.00,6.928m,"1,101.975m",
2919,19+879.97,12.475m,"1,101.656m",
2920,19+879.99,15.081m,"1,101.872m",
2921,19+879.90,18.098m,"1,101.769m",
2922,19+879.88,20.499m,"1,101.645m",
2923,19+880.03,24.437m,"1,101.505m",
2924,19+886.00,-16.122m,"1,105.013m",
2925,19+885.91,-12.827m,"1,104.992m",
2926,19+885.86,-9.154m,"1,104.979m",
2927,19+885.77,-8.446m,"1,105.095m",
2928,19+885.74,-7.972m,"1,105.048m",
2929,19+885.66,-6.515m,"1,104.375m",
2930,19+885.54,-2.915m,"1,103.396m",
2931,19+885.48,0.076m,"1,103.228m",
2932,19+885.26,4.178m,"1,102.429m",
2933,19+885.18,6.112m,"1,101.901m",
2934,19+885.05,9.064m,"1,101.698m",
2935,19+884.85,14.004m,"1,101.863m",
2936,19+884.91,19.809m,"1,101.547m",
2937,19+884.13,25.523m,"1,101.375m",
2938,19+888.03,28.107m,"1,101.036m",
2939,19+887.97,20.995m,"1,101.394m",
2940,19+887.82,16.098m,"1,102.009m",
2941,19+887.73,13.782m,"1,101.791m",
2942,19+887.66,8.980m,"1,101.689m",
2943,19+888.36,4.681m,"1,101.234m",
2944,19+888.90,0.016m,"1,101.547m",
2945,19+889.14,-4.140m,"1,101.605m",
2946,19+889.16,-7.211m,"1,101.740m",
2947,19+889.02,-8.131m,"1,105.023m",
2948,19+889.06,-9.210m,"1,105.005m",
2949,19+889.17,-12.792m,"1,104.988m",
2950,19+889.25,-16.031m,"1,105.040m",
2951,19+891.55,22.185m,"1,101.513m",
2952,19+891.73,18.514m,"1,101.554m",
2953,19+891.94,16.496m,"1,101.568m",
2954,19+891.79,14.230m,"1,101.365m",
2955,19+891.83,8.789m,"1,101.632m",
2956,19+891.99,4.622m,"1,102.402m",
2957,19+891.85,0.102m,"1,102.208m",
2958,19+891.97,-2.089m,"1,101.693m",
2959,19+892.04,-5.768m,"1,102.206m",
2960,19+892.00,-8.135m,"1,105.061m",
2961,19+891.88,-9.355m,"1,104.990m",
2962,19+892.08,-12.584m,"1,104.977m",
2963,19+892.12,-15.935m,"1,105.028m",
2964,19+900.22,-16.125m,"1,104.886m",
2965,19+900.14,-12.997m,"1,104.848m",
2966,19+900.07,-9.372m,"1,104.858m",
2967,19+900.05,-6.294m,"1,104.254m",
2968,19+900.15,0.202m,"1,102.933m",
2969,19+899.97,2.498m,"1,102.937m",
2970,19+899.88,5.736m,"1,101.592m",
2971,19+899.92,8.654m,"1,101.420m",
2972,19+899.97,13.717m,"1,101.507m",
2973,19+900.08,16.475m,"1,101.568m",
2974,19+900.21,19.784m,"1,100.570m",
2975,19+900.25,22.043m,"1,100.012m",
2976,19+919.99,-15.983m,"1,104.622m",
2977,19+919.96,-12.870m,"1,104.571m",
2978,19+919.98,-9.320m,"1,104.571m",
2979,19+920.03,-7.153m,"1,104.258m",
2980,19+920.02,-2.567m,"1,102.205m",
2981,19+919.99,-0.016m,"1,101.741m",
2982,19+920.04,3.795m,"1,101.410m",
2983,19+920.10,13.554m,"1,101.138m",
2984,19+920.07,17.186m,"1,101.225m",
2985,19+919.99,20.988m,"1,100.939m",
2986,19+920.20,24.422m,"1,100.780m",
2987,19+940.02,-16.048m,"1,104.401m",
2988,19+939.97,-12.817m,"1,104.366m",
2989,19+940.00,-9.376m,"1,104.395m",
2990,19+940.05,-6.955m,"1,104.047m",
2991,19+940.03,-2.735m,"1,102.182m",
2992,19+939.92,0.122m,"1,101.629m",
2993,18+500.04,-9.096m,"1,111.693m",
2994,18+500.00,-6.662m,"1,111.327m",
2995,18+499.98,-3.610m,"1,109.793m",
2996,18+500.03,0.003m,"1,109.155m",
2997,18+500.01,3.363m,"1,109.059m",
2998,18+500.05,6.317m,"1,109.149m",
2999,18+500.03,9.519m,"1,108.700m",
3000,18+499.98,14.922m,"1,108.616m",
3001,18+499.95,18.324m,"1,108.740m",
3002,18+499.87,22.403m,"1,108.402m",
3003,18+499.96,27.630m,"1,108.212m",
3004,18+520.00,-16.083m,"1,111.521m",
3005,18+519.98,-12.769m,"1,111.528m",
3006,18+520.02,-9.283m,"1,111.505m",
3007,18+519.98,-7.549m,"1,111.427m",
3008,18+519.99,-3.158m,"1,109.834m",
3009,18+519.99,-0.007m,"1,109.252m",
3010,18+519.99,3.730m,"1,108.990m",
3011,18+519.96,8.323m,"1,108.474m",
3012,18+520.00,15.010m,"1,108.391m",
3013,18+519.90,19.615m,"1,108.512m",
3014,18+519.79,23.189m,"1,108.409m",
3015,18+519.72,26.809m,"1,108.255m",
3016,18+540.12,-16.046m,"1,111.401m",
3017,18+540.03,-12.750m,"1,111.362m",
3018,18+540.08,-9.103m,"1,111.309m",
3019,18+540.01,-5.977m,"1,110.750m",
3020,18+539.99,-1.450m,"1,109.806m",
3021,18+539.95,0.010m,"1,109.592m",
3022,18+540.15,3.982m,"1,108.934m",
3023,18+540.03,8.910m,"1,108.217m",
3024,18+539.98,12.684m,"1,108.163m",
3025,18+540.12,16.509m,"1,107.667m",
3026,18+539.97,19.063m,"1,107.607m",
3027,18+540.07,21.692m,"1,108.307m",
3028,18+539.99,24.069m,"1,107.831m",
3029,18+539.95,28.424m,"1,107.572m",
3030,18+543.68,24.342m,"1,107.880m",
3031,18+544.12,18.691m,"1,108.116m",
3032,18+544.46,14.365m,"1,107.956m",
3033,18+544.25,9.108m,"1,107.978m",
3034,18+544.18,4.394m,"1,108.653m",
3035,18+544.26,-0.041m,"1,109.400m",
3036,18+544.48,-2.866m,"1,110.041m",
3037,18+544.58,-7.974m,"1,111.400m",
3038,18+544.62,-9.176m,"1,111.333m",
3039,18+544.67,-12.869m,"1,111.352m",
3040,18+544.81,-16.072m,"1,111.391m",
3041,18+547.89,19.006m,"1,106.644m",
3042,18+547.73,13.935m,"1,106.669m",
3043,18+547.81,8.056m,"1,106.867m",
3044,18+548.06,2.082m,"1,107.072m",
3045,18+548.22,0.059m,"1,107.376m",
3046,18+548.46,-3.716m,"1,107.382m",
3047,18+548.44,-6.357m,"1,107.778m",
3048,18+548.49,-6.903m,"1,108.366m",
3049,18+548.55,-7.661m,"1,110.376m",
3050,18+548.58,-7.907m,"1,111.310m",
3051,18+548.55,-8.341m,"1,111.361m",
3052,18+548.61,-9.249m,"1,111.324m",
3053,18+548.54,-16.006m,"1,111.373m",
3054,18+552.56,21.755m,"1,106.318m",
3055,18+552.63,17.357m,"1,107.015m",
3056,18+552.52,13.434m,"1,107.973m",
3057,18+552.37,8.250m,"1,108.025m",
3058,18+552.48,4.066m,"1,108.451m",
3059,18+552.67,1.635m,"1,108.593m",
3060,18+552.73,0.032m,"1,108.851m",
3061,18+553.01,-2.603m,"1,109.142m",
3062,18+553.09,-7.279m,"1,109.928m",
3063,18+553.15,-7.584m,"1,110.421m",
3064,18+553.07,-7.885m,"1,111.339m",
3065,18+553.17,-9.110m,"1,111.288m",
3066,18+553.34,-12.659m,"1,111.321m",
3067,18+553.47,-15.998m,"1,111.312m",
3068,18+560.17,-15.888m,"1,111.239m",
3069,18+560.18,-12.532m,"1,111.248m",
3070,18+560.00,-9.262m,"1,111.218m",
3071,18+559.97,-6.226m,"1,110.789m",
3072,18+559.92,0.136m,"1,109.113m",
3073,18+560.06,8.250m,"1,107.877m",
3074,18+559.96,14.993m,"1,107.978m",
3075,18+560.06,14.150m,"1,107.928m",
3076,18+560.21,19.766m,"1,107.510m",
3077,18+560.23,25.299m,"1,107.238m",
3078,18+560.20,31.393m,"1,106.929m",
3079,18+580.09,-15.958m,"1,111.092m",
3080,18+580.06,-12.802m,"1,111.095m",
3081,18+579.99,-9.173m,"1,111.059m",
3082,18+579.99,-5.927m,"1,110.181m",
3083,18+580.02,-2.463m,"1,109.219m",
3084,18+580.04,0.134m,"1,108.672m",
3085,18+580.08,2.906m,"1,108.256m",
3086,18+580.05,4.423m,"1,108.068m",
3087,18+579.94,13.661m,"1,107.872m",
3088,18+580.02,16.936m,"1,108.332m",
3089,18+579.96,21.950m,"1,107.661m",
3090,18+579.68,27.749m,"1,107.341m",
3091,18+579.95,34.578m,"1,107.072m",
3092,18+600.05,-16.102m,"1,110.973m",
3093,18+600.05,-12.645m,"1,110.977m",
3094,18+600.02,-9.234m,"1,110.935m",
3095,18+600.00,0.008m,"1,108.607m",
3096,18+600.02,-3.607m,"1,109.461m",
3097,18+599.99,6.353m,"1,107.833m",
3098,18+599.98,12.549m,"1,107.692m",
3099,18+600.06,14.972m,"1,107.969m",
3100,18+600.11,17.727m,"1,107.851m",
3101,18+600.04,22.080m,"1,107.639m",
3102,18+600.31,29.211m,"1,107.443m",
3103,18+599.99,36.186m,"1,107.187m",
3104,18+620.12,-16.133m,"1,110.882m",
3105,18+620.10,-12.544m,"1,110.902m",
3106,18+620.00,-9.133m,"1,110.837m",
3107,18+619.95,-5.762m,"1,109.882m",
3108,18+619.98,-2.774m,"1,109.032m",
3109,18+619.98,-0.048m,"1,108.408m",
3110,18+620.19,6.942m,"1,107.584m",
3111,18+620.16,13.594m,"1,107.621m",
3112,18+620.19,16.676m,"1,107.908m",
3113,23+560.06,-6.767m,"1,097.174m",
3114,23+559.99,-4.504m,"1,096.274m",
3115,23+560.01,-0.043m,"1,096.102m",
3116,23+560.04,1.666m,"1,095.990m",
3117,23+560.25,8.158m,"1,095.421m",
3118,23+559.97,15.101m,"1,095.284m",
3119,23+574.90,-15.602m,"1,097.308m",
3120,23+574.89,-12.159m,"1,097.365m",
3121,23+574.93,-8.986m,"1,097.348m",
3122,23+574.65,-4.840m,"1,096.291m",
3123,23+574.94,-0.181m,"1,096.067m",
3124,23+574.75,2.009m,"1,095.997m",
3125,23+574.85,7.192m,"1,095.481m",
3126,23+574.24,17.436m,"1,095.230m",
3127,23+579.94,19.043m,"1,095.116m",
3128,23+580.09,14.975m,"1,095.108m",
3129,23+580.15,7.437m,"1,095.481m",
3130,23+580.03,2.409m,"1,095.964m",
3131,23+580.13,-0.043m,"1,096.006m",
3132,23+580.10,-4.774m,"1,096.362m",
3133,23+580.08,-6.824m,"1,097.183m",
3134,23+579.95,-9.172m,"1,097.316m",
3135,23+580.12,-12.461m,"1,097.339m",
3136,23+579.99,-15.163m,"1,097.314m",
3137,23+599.94,-15.642m,"1,097.245m",
3138,23+600.05,-12.623m,"1,097.283m",
3139,23+599.98,-9.280m,"1,097.272m",
3140,23+600.11,-4.821m,"1,096.148m",
3141,23+600.06,0.267m,"1,095.905m",
3142,23+600.06,3.751m,"1,095.886m",
3143,23+600.06,9.455m,"1,095.338m",
3144,23+600.09,15.090m,"1,095.104m",
3145,23+600.01,21.338m,"1,094.762m",
3146,23+619.92,-16.590m,"1,097.179m",
3147,23+620.15,-13.126m,"1,097.221m",
3148,23+619.91,-9.926m,"1,097.199m",
3149,23+619.95,-5.501m,"1,095.996m",
3150,23+619.98,0.254m,"1,095.799m",
3151,23+620.03,5.241m,"1,095.707m",
3152,23+620.08,8.404m,"1,095.289m",
3153,23+620.11,15.059m,"1,094.926m",
3154,23+619.93,23.419m,"1,094.703m",
3155,23+639.98,-17.372m,"1,097.148m",
3156,23+640.11,-14.418m,"1,097.168m",
3157,23+640.00,-11.139m,"1,097.135m",
3158,23+640.17,-7.062m,"1,095.894m",
3159,23+640.17,0.079m,"1,095.554m",
3160,23+640.07,6.229m,"1,095.365m",
3161,23+640.21,15.215m,"1,094.734m",
