run_id,scenario_type,scenario_param,T,L,C,p,h,w,s,demand_volatility,optimal_cost,collection_cost,holding_cost,shortage_cost,waste_cost,total_collected,total_shortage,total_waste,total_demand,service_level,shortage_frequency,avg_inventory
1965,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,110.89646301935909,135254.0,6240.0,414.0,128600.0,0.0,312.0,643.0,0.0,955.0,0.3267015706806283,0.35714285714285715,14.785714285714286
1966,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,94.5156287691758,165662.0,8140.0,122.0,157400.0,0.0,407.0,787.0,0.0,1194.0,0.3408710217755444,0.6428571428571429,4.357142857142857
1967,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,78.46996695733799,111108.0,7760.0,348.0,103000.0,0.0,388.0,515.0,0.0,903.0,0.42967884828349945,0.5,12.428571428571429
1968,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,51.748015834978084,70964.0,7080.0,284.0,63600.0,0.0,354.0,318.0,0.0,672.0,0.5267857142857143,0.42857142857142855,10.142857142857142
1969,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,125.55273711042052,185972.0,6820.0,152.0,179000.0,0.0,341.0,895.0,0.0,1236.0,0.2758899676375405,0.42857142857142855,5.428571428571429
1970,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,101.7873934698583,147980.0,8300.0,280.0,139400.0,0.0,415.0,697.0,0.0,1112.0,0.3732014388489209,0.5,10.0
1971,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,87.31847058968938,140072.0,7920.0,352.0,131800.0,0.0,396.0,659.0,0.0,1055.0,0.3753554502369668,0.5714285714285714,12.571428571428571
1972,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,140.039079822566,201624.0,8220.0,204.0,193200.0,0.0,411.0,966.0,0.0,1377.0,0.2984749455337691,0.5714285714285714,7.285714285714286
1973,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,74.70499805698329,128336.0,8220.0,316.0,119800.0,0.0,411.0,599.0,0.0,1010.0,0.4069306930693069,0.5,11.285714285714286
1974,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,139.6958978551304,206490.0,8080.0,210.0,198200.0,0.0,404.0,991.0,0.0,1395.0,0.2896057347670251,0.5,7.5
1975,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,107.1045645857451,138388.0,7820.0,368.0,130200.0,0.0,391.0,651.0,0.0,1042.0,0.3752399232245681,0.5,13.142857142857142
1976,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,124.59446461317974,98214.0,7480.0,534.0,90200.0,0.0,374.0,451.0,0.0,825.0,0.4533333333333333,0.14285714285714285,19.071428571428573
1977,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,108.25612109761757,156630.0,7400.0,430.0,148800.0,0.0,370.0,744.0,0.0,1114.0,0.33213644524236985,0.35714285714285715,15.357142857142858
1978,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,144.07282738891718,164128.0,7880.0,248.0,156000.0,0.0,394.0,780.0,0.0,1174.0,0.33560477001703576,0.42857142857142855,8.857142857142858
1979,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,49.382565294869416,83820.0,7840.0,180.0,75800.0,0.0,392.0,379.0,0.0,771.0,0.5084306095979247,0.6428571428571429,6.428571428571429
1980,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,171.9762679403582,210700.0,7980.0,120.0,202600.0,0.0,399.0,1013.0,0.0,1412.0,0.28257790368271957,0.5714285714285714,4.285714285714286
1981,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,137.04937289986003,172534.0,8100.0,634.0,163800.0,0.0,405.0,819.0,0.0,1224.0,0.33088235294117646,0.21428571428571427,22.642857142857142
1982,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,78.32392836867952,120134.0,8140.0,394.0,111600.0,0.0,407.0,558.0,0.0,965.0,0.42176165803108806,0.42857142857142855,14.071428571428571
1983,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,72.38012609177483,86734.0,7740.0,194.0,78800.0,0.0,387.0,394.0,0.0,781.0,0.49551856594110116,0.35714285714285715,6.928571428571429
1984,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,110.11422640668579,206108.0,7920.0,188.0,198000.0,0.0,396.0,990.0,0.0,1386.0,0.2857142857142857,0.5714285714285714,6.714285714285714
1985,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,163.55890469834546,239066.0,8220.0,446.0,230400.0,0.0,411.0,1152.0,0.0,1563.0,0.2629558541266795,0.42857142857142855,15.928571428571429
1986,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,66.70560512507207,116092.0,7680.0,212.0,108200.0,0.0,384.0,541.0,0.0,925.0,0.4151351351351351,0.5714285714285714,7.571428571428571
1987,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,101.17029490630425,158332.0,7940.0,192.0,150200.0,0.0,397.0,751.0,0.0,1148.0,0.34581881533101044,0.42857142857142855,6.857142857142857
1988,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,182.12847282137105,257396.0,7800.0,196.0,249400.0,0.0,390.0,1247.0,0.0,1637.0,0.23824068417837507,0.5,7.0
1989,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,145.23717407982667,224914.0,8060.0,254.0,216600.0,0.0,403.0,1083.0,0.0,1486.0,0.2711978465679677,0.5714285714285714,9.071428571428571
1990,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,106.57375045345024,158018.0,8140.0,278.0,149600.0,0.0,407.0,748.0,0.0,1155.0,0.3523809523809524,0.5,9.928571428571429
1991,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,108.15465117797093,149398.0,8020.0,378.0,141000.0,0.0,401.0,705.0,0.0,1106.0,0.36256781193490056,0.35714285714285715,13.5
1992,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,70.35264670187742,78496.0,7860.0,636.0,70000.0,0.0,393.0,350.0,0.0,743.0,0.5289367429340511,0.2857142857142857,22.714285714285715
1993,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,63.364551024453824,101920.0,8000.0,120.0,93800.0,0.0,400.0,469.0,0.0,869.0,0.46029919447640966,0.7142857142857143,4.285714285714286
1994,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,37.64014628352151,46542.0,7960.0,382.0,38200.0,0.0,398.0,191.0,0.0,589.0,0.6757215619694398,0.42857142857142855,13.642857142857142
1995,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,99.83976959026263,162504.0,6800.0,104.0,155600.0,0.0,340.0,778.0,0.0,1118.0,0.3041144901610018,0.5,3.7142857142857144
1996,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,112.59336262019379,200326.0,7980.0,146.0,192200.0,0.0,399.0,961.0,0.0,1360.0,0.2933823529411765,0.7142857142857143,5.214285714285714
1997,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,113.44262687295605,194716.0,8060.0,256.0,186400.0,0.0,403.0,932.0,0.0,1335.0,0.30187265917602996,0.5,9.142857142857142
1998,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,50.510859612320104,59862.0,7280.0,182.0,52400.0,0.0,364.0,262.0,0.0,626.0,0.5814696485623003,0.2857142857142857,6.5
1999,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,105.20031911955944,136986.0,8300.0,286.0,128400.0,0.0,415.0,642.0,0.0,1057.0,0.3926206244087039,0.35714285714285715,10.214285714285714
2000,volatility,sigma_0.70,14,3,30.0,20.0,2.0,5.0,200.0,95.78536806158797,129640.0,6820.0,220.0,122600.0,0.0,341.0,613.0,0.0,954.0,0.35744234800838576,0.2857142857142857,7.857142857142857
2001,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,228.3239285018778,300890.0,7800.0,290.0,292800.0,0.0,390.0,1464.0,0.0,1854.0,0.21035598705501618,0.5,10.357142857142858
2002,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,129.34718349291964,146146.0,7460.0,86.0,138600.0,0.0,373.0,693.0,0.0,1066.0,0.349906191369606,0.5,3.0714285714285716
2003,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,138.22260956847242,229876.0,8000.0,276.0,221600.0,0.0,400.0,1108.0,0.0,1508.0,0.26525198938992045,0.5,9.857142857142858
2004,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,198.70983100686163,290390.0,8000.0,590.0,281800.0,0.0,400.0,1409.0,0.0,1809.0,0.22111663902708678,0.2857142857142857,21.071428571428573
2005,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,71.46070705682405,103708.0,7400.0,308.0,96000.0,0.0,370.0,480.0,0.0,850.0,0.43529411764705883,0.42857142857142855,11.0
2006,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,119.27382318832237,111966.0,6140.0,426.0,105400.0,0.0,307.0,527.0,0.0,834.0,0.36810551558752996,0.14285714285714285,15.214285714285714
2007,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,113.49622397746481,219346.0,7840.0,106.0,211400.0,0.0,392.0,1057.0,0.0,1449.0,0.27053140096618356,0.5714285714285714,3.7857142857142856
2008,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,89.92729489619343,108072.0,8180.0,492.0,99400.0,0.0,409.0,497.0,0.0,906.0,0.45143487858719644,0.2857142857142857,17.571428571428573
2009,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,139.1853117983653,157234.0,7740.0,494.0,149000.0,0.0,387.0,745.0,0.0,1132.0,0.3418727915194346,0.21428571428571427,17.642857142857142
2010,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,88.61185713260836,85768.0,5520.0,248.0,80000.0,0.0,276.0,400.0,0.0,676.0,0.40828402366863903,0.35714285714285715,8.857142857142858
2011,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,93.23461737761903,142692.0,7860.0,232.0,134600.0,0.0,393.0,673.0,0.0,1066.0,0.36866791744840527,0.5,8.285714285714286
2012,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,138.87117800909107,184238.0,7660.0,378.0,176200.0,0.0,383.0,881.0,0.0,1264.0,0.30300632911392406,0.5,13.5
2013,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,68.66422292725726,96494.0,6000.0,94.0,90400.0,0.0,300.0,452.0,0.0,752.0,0.39893617021276595,0.5,3.357142857142857
2014,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,81.52366001877702,113466.0,7800.0,266.0,105400.0,0.0,390.0,527.0,0.0,917.0,0.42529989094874593,0.5714285714285714,9.5
2015,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,240.75257219894488,289950.0,7860.0,490.0,281600.0,0.0,393.0,1408.0,0.0,1801.0,0.21821210438645197,0.21428571428571427,17.5
2016,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,158.62437983346385,163666.0,6700.0,366.0,156600.0,0.0,335.0,783.0,0.0,1118.0,0.29964221824686943,0.14285714285714285,13.071428571428571
2017,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,122.75178206445722,135898.0,7660.0,438.0,127800.0,0.0,383.0,639.0,0.0,1022.0,0.3747553816046967,0.35714285714285715,15.642857142857142
2018,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,66.62566766522295,124942.0,7020.0,122.0,117800.0,0.0,351.0,589.0,0.0,940.0,0.37340425531914895,0.42857142857142855,4.357142857142857
2019,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,28.437184624849117,29340.0,6580.0,160.0,22600.0,0.0,329.0,113.0,0.0,442.0,0.744343891402715,0.35714285714285715,5.714285714285714
2020,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,219.8745583931243,266834.0,8180.0,254.0,258400.0,0.0,409.0,1292.0,0.0,1701.0,0.24044679600235155,0.5714285714285714,9.071428571428571
2021,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,153.38626711272266,171478.0,7540.0,538.0,163400.0,0.0,377.0,817.0,0.0,1194.0,0.3157453936348409,0.2857142857142857,19.214285714285715
2022,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,163.74091344161323,271674.0,7920.0,354.0,263400.0,0.0,396.0,1317.0,0.0,1713.0,0.23117338003502627,0.42857142857142855,12.642857142857142
2023,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,127.4293721947934,173914.0,7020.0,294.0,166600.0,0.0,351.0,833.0,0.0,1184.0,0.2964527027027027,0.42857142857142855,10.5
2024,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,113.94711000087288,154004.0,8020.0,384.0,145600.0,0.0,401.0,728.0,0.0,1129.0,0.35518157661647476,0.35714285714285715,13.714285714285714
2025,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,111.17801500480283,131102.0,7840.0,462.0,122800.0,0.0,392.0,614.0,0.0,1006.0,0.38966202783300197,0.42857142857142855,16.5
2026,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,100.83275706812339,145766.0,7980.0,386.0,137400.0,0.0,399.0,687.0,0.0,1086.0,0.3674033149171271,0.42857142857142855,13.785714285714286
2027,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,69.10019344903368,71444.0,7640.0,604.0,63200.0,0.0,382.0,316.0,0.0,698.0,0.5472779369627507,0.2857142857142857,21.571428571428573
2028,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,149.51235359511608,189324.0,7720.0,204.0,181400.0,0.0,386.0,907.0,0.0,1293.0,0.2985305491105955,0.42857142857142855,7.285714285714286
2029,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,63.23635611492709,59354.0,7420.0,534.0,51400.0,0.0,371.0,257.0,0.0,628.0,0.5907643312101911,0.14285714285714285,19.071428571428573
2030,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,195.79706278674965,230106.0,6720.0,186.0,223200.0,0.0,336.0,1116.0,0.0,1452.0,0.23140495867768596,0.5,6.642857142857143
2031,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,152.77836755194346,236612.0,7880.0,532.0,228200.0,0.0,394.0,1141.0,0.0,1535.0,0.25667752442996744,0.35714285714285715,19.0
2032,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,48.069465041622365,66408.0,8080.0,328.0,58000.0,0.0,404.0,290.0,0.0,694.0,0.5821325648414986,0.42857142857142855,11.714285714285714
2033,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,85.78975843922876,114380.0,7940.0,440.0,106000.0,0.0,397.0,530.0,0.0,927.0,0.42826321467098166,0.42857142857142855,15.714285714285714
2034,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,175.72857084789857,204088.0,8320.0,168.0,195600.0,0.0,416.0,978.0,0.0,1394.0,0.2984218077474892,0.5,6.0
2035,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,63.744387508042706,86650.0,6020.0,30.0,80600.0,0.0,301.0,403.0,0.0,704.0,0.4275568181818182,0.42857142857142855,1.0714285714285714
2036,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,167.88542314960657,210808.0,6380.0,428.0,204000.0,0.0,319.0,1020.0,0.0,1339.0,0.23823749066467514,0.35714285714285715,15.285714285714286
2037,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,96.04495121067647,151638.0,8160.0,278.0,143200.0,0.0,408.0,716.0,0.0,1124.0,0.36298932384341637,0.5,9.928571428571429
2038,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,197.20977125272222,320178.0,7960.0,218.0,312000.0,0.0,398.0,1560.0,0.0,1958.0,0.20326864147088866,0.6428571428571429,7.785714285714286
2039,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,93.83966460437306,88554.0,7900.0,654.0,80000.0,0.0,395.0,400.0,0.0,795.0,0.4968553459119497,0.2857142857142857,23.357142857142858
2040,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,158.4580192907605,180306.0,7920.0,586.0,171800.0,0.0,396.0,859.0,0.0,1255.0,0.3155378486055777,0.35714285714285715,20.928571428571427
2041,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,103.08417404614305,108794.0,7980.0,614.0,100200.0,0.0,399.0,501.0,0.0,900.0,0.44333333333333336,0.2857142857142857,21.928571428571427
2042,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,258.511565682924,301138.0,7840.0,298.0,293000.0,0.0,392.0,1465.0,0.0,1857.0,0.21109316101238557,0.5714285714285714,10.642857142857142
2043,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,44.03801697142493,32400.0,6480.0,320.0,25600.0,0.0,324.0,128.0,0.0,452.0,0.7168141592920354,0.2857142857142857,11.428571428571429
2044,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,95.54035369242396,169412.0,7140.0,72.0,162200.0,0.0,357.0,811.0,0.0,1168.0,0.3056506849315068,0.5,2.5714285714285716
2045,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,138.17867758368334,197880.0,8020.0,460.0,189400.0,0.0,401.0,947.0,0.0,1348.0,0.29747774480712164,0.42857142857142855,16.428571428571427
2046,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,162.57864658844537,276206.0,8360.0,246.0,267600.0,0.0,418.0,1338.0,0.0,1756.0,0.23804100227790434,0.5714285714285714,8.785714285714286
2047,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,21.288590409716026,18208.0,6620.0,188.0,11400.0,0.0,331.0,57.0,0.0,388.0,0.8530927835051546,0.21428571428571427,6.714285714285714
2048,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,85.49841865108813,116534.0,6420.0,314.0,109800.0,0.0,321.0,549.0,0.0,870.0,0.3689655172413793,0.42857142857142855,11.214285714285714
2049,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,51.141061420988386,69148.0,7960.0,388.0,60800.0,0.0,398.0,304.0,0.0,702.0,0.5669515669515669,0.5,13.857142857142858
2050,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,68.50566042455237,47038.0,6600.0,638.0,39800.0,0.0,330.0,199.0,0.0,529.0,0.6238185255198487,0.14285714285714285,22.785714285714285
2051,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,214.65610845713005,262014.0,7460.0,354.0,254200.0,0.0,373.0,1271.0,0.0,1644.0,0.22688564476885645,0.35714285714285715,12.642857142857142
2052,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,112.00555744229472,151050.0,7380.0,270.0,143400.0,0.0,369.0,717.0,0.0,1086.0,0.3397790055248619,0.35714285714285715,9.642857142857142
2053,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,100.81861364422176,80276.0,6540.0,536.0,73200.0,0.0,327.0,366.0,0.0,693.0,0.47186147186147187,0.21428571428571427,19.142857142857142
2054,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,133.14032799559837,202602.0,8100.0,302.0,194200.0,0.0,405.0,971.0,0.0,1376.0,0.29433139534883723,0.5,10.785714285714286
2055,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,87.36365470414633,91070.0,6140.0,330.0,84600.0,0.0,307.0,423.0,0.0,730.0,0.42054794520547945,0.21428571428571427,11.785714285714286
2056,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,284.54110029150803,341468.0,8120.0,348.0,333000.0,0.0,406.0,1665.0,0.0,2071.0,0.19604056011588605,0.5,12.428571428571429
2057,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,73.74763918739559,75020.0,6640.0,380.0,68000.0,0.0,332.0,340.0,0.0,672.0,0.49404761904761907,0.35714285714285715,13.571428571428571
2058,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,122.31935868947352,138556.0,6660.0,296.0,131600.0,0.0,333.0,658.0,0.0,991.0,0.3360242179616549,0.2857142857142857,10.571428571428571
2059,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,100.0070405684785,111736.0,7800.0,336.0,103600.0,0.0,390.0,518.0,0.0,908.0,0.42951541850220265,0.35714285714285715,12.0
2060,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,71.1706772914411,71876.0,7680.0,596.0,63600.0,0.0,384.0,318.0,0.0,702.0,0.5470085470085471,0.35714285714285715,21.285714285714285
2061,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,117.18311590438796,158572.0,8000.0,372.0,150200.0,0.0,400.0,751.0,0.0,1151.0,0.3475238922675934,0.42857142857142855,13.285714285714286
2062,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,82.26925058511677,110952.0,6460.0,92.0,104400.0,0.0,323.0,522.0,0.0,845.0,0.38224852071005916,0.35714285714285715,3.2857142857142856
2063,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,78.36622554469781,81342.0,6900.0,242.0,74200.0,0.0,345.0,371.0,0.0,716.0,0.4818435754189944,0.2857142857142857,8.642857142857142
2064,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,72.30166396594824,68994.0,5600.0,194.0,63200.0,0.0,280.0,316.0,0.0,596.0,0.4697986577181208,0.21428571428571427,6.928571428571429
2065,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,67.4115066178601,96246.0,7640.0,406.0,88200.0,0.0,382.0,441.0,0.0,823.0,0.4641555285540705,0.42857142857142855,14.5
2066,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,158.22344378525358,247180.0,6580.0,200.0,240400.0,0.0,329.0,1202.0,0.0,1531.0,0.21489222730241672,0.35714285714285715,7.142857142857143
2067,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,144.86122845745885,164202.0,8000.0,202.0,156000.0,0.0,400.0,780.0,0.0,1180.0,0.3389830508474576,0.5,7.214285714285714
2068,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,91.02861738856342,81982.0,7760.0,422.0,73800.0,0.0,388.0,369.0,0.0,757.0,0.512549537648613,0.14285714285714285,15.071428571428571
2069,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,231.72697913092222,276172.0,8100.0,472.0,267600.0,0.0,405.0,1338.0,0.0,1743.0,0.23235800344234078,0.42857142857142855,16.857142857142858
2070,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,39.162664435841,44820.0,6560.0,260.0,38000.0,0.0,328.0,190.0,0.0,518.0,0.6332046332046332,0.2857142857142857,9.285714285714286
2071,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,56.24005581034767,41574.0,6200.0,374.0,35000.0,0.0,310.0,175.0,0.0,485.0,0.6391752577319587,0.14285714285714285,13.357142857142858
2072,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,212.91764480518694,234868.0,7900.0,568.0,226400.0,0.0,395.0,1132.0,0.0,1527.0,0.2586771447282253,0.35714285714285715,20.285714285714285
2073,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,102.92470499330656,153656.0,7880.0,376.0,145400.0,0.0,394.0,727.0,0.0,1121.0,0.3514719000892061,0.5,13.428571428571429
2074,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,189.2344000525943,244632.0,6880.0,352.0,237400.0,0.0,344.0,1187.0,0.0,1531.0,0.22468974526453298,0.21428571428571427,12.571428571428571
2075,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,109.91907969789709,131026.0,7800.0,426.0,122800.0,0.0,390.0,614.0,0.0,1004.0,0.3884462151394422,0.35714285714285715,15.214285714285714
2076,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,149.3341684864888,200186.0,8020.0,366.0,191800.0,0.0,401.0,959.0,0.0,1360.0,0.2948529411764706,0.42857142857142855,13.071428571428571
2077,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,142.21555929687318,195174.0,7340.0,434.0,187400.0,0.0,367.0,937.0,0.0,1304.0,0.28144171779141103,0.35714285714285715,15.5
2078,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,78.47643608375806,134024.0,7800.0,224.0,126000.0,0.0,390.0,630.0,0.0,1020.0,0.38235294117647056,0.5714285714285714,8.0
2079,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,162.9589907095071,159364.0,7800.0,764.0,150800.0,0.0,390.0,754.0,0.0,1144.0,0.3409090909090909,0.21428571428571427,27.285714285714285
2080,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,106.87683642055143,130030.0,8120.0,510.0,121400.0,0.0,406.0,607.0,0.0,1013.0,0.40078973346495556,0.35714285714285715,18.214285714285715
2081,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,106.67739369955854,144730.0,7900.0,430.0,136400.0,0.0,395.0,682.0,0.0,1077.0,0.36675951717734445,0.42857142857142855,15.357142857142858
2082,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,129.32564497801508,175594.0,7960.0,434.0,167200.0,0.0,398.0,836.0,0.0,1234.0,0.3225283630470016,0.42857142857142855,15.5
2083,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,150.07815990887102,171792.0,7940.0,252.0,163600.0,0.0,397.0,818.0,0.0,1215.0,0.3267489711934156,0.5,9.0
2084,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,146.5817491493176,214280.0,8300.0,380.0,205600.0,0.0,415.0,1028.0,0.0,1443.0,0.2875952875952876,0.35714285714285715,13.571428571428571
2085,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,76.91411191871683,171868.0,8000.0,68.0,163800.0,0.0,400.0,819.0,0.0,1219.0,0.3281378178835111,0.7857142857142857,2.4285714285714284
2086,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,44.29199264251834,46178.0,7380.0,398.0,38400.0,0.0,369.0,192.0,0.0,561.0,0.6577540106951871,0.2857142857142857,14.214285714285714
2087,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,123.26785584942364,156704.0,7360.0,344.0,149000.0,0.0,368.0,745.0,0.0,1113.0,0.3306379155435759,0.35714285714285715,12.285714285714286
2088,volatility,sigma_1.00,14,3,30.0,20.0,2.0,5.0,200.0,127.5170456792954,161720.0,6880.0,240.0,154600.0,0.0,344.0,773.0,0.0,1117.0,0.3079677708146822,0.35714285714285715,8.571428571428571
