Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/8/2024 10:01:18 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
8084,17+120.07,-4.111m,"1,156.947m",
8085,17+119.96,-2.941m,"1,157.021m",
8086,17+120.03,-1.248m,"1,157.017m",
8087,17+120.00,-0.707m,"1,156.997m",
8088,17+120.01,-0.042m,"1,156.962m",
8089,17+120.10,1.412m,"1,156.892m",
8090,17+120.00,2.008m,"1,156.872m",
8091,17+120.05,2.646m,"1,156.867m",
8092,17+119.98,3.274m,"1,156.847m",
8093,17+120.06,4.276m,"1,156.829m",
8094,17+120.08,4.941m,"1,156.790m",
8095,17+120.02,5.389m,"1,156.683m",
8096,17+119.88,5.742m,"1,156.610m",
8097,17+120.01,6.415m,"1,156.437m",
8098,17+120.01,6.987m,"1,156.472m",
8099,17+119.96,7.256m,"1,156.541m",
8100,17+120.13,8.353m,"1,156.643m",
8101,17+120.15,9.350m,"1,156.680m",
8102,17+120.26,9.991m,"1,156.649m",
8103,17+119.98,11.601m,"1,156.719m",
8104,17+120.10,12.907m,"1,156.696m",
8105,17+119.97,13.592m,"1,156.685m",
8106,17+119.93,14.645m,"1,156.708m",
8107,17+100.07,-14.771m,"1,156.370m",
8108,17+100.10,-13.441m,"1,156.315m",
8109,17+100.14,-12.624m,"1,156.293m",
8110,17+100.02,-11.727m,"1,156.271m",
8111,17+099.96,-10.372m,"1,156.318m",
8112,17+100.02,-9.011m,"1,156.308m",
8113,17+100.04,-8.346m,"1,156.346m",
8114,17+100.02,-7.986m,"1,156.343m",
8115,17+100.08,-7.197m,"1,156.308m",
8116,17+100.07,-6.051m,"1,156.280m",
8117,17+100.04,-5.118m,"1,156.305m",
8118,17+100.09,-4.089m,"1,156.327m",
8119,17+100.44,-2.980m,"1,156.319m",
8120,17+100.36,-1.778m,"1,156.309m",
8121,17+100.04,-1.045m,"1,156.318m",
8122,17+100.02,-0.624m,"1,156.327m",
8123,17+099.98,-0.084m,"1,156.308m",
8124,17+099.94,1.030m,"1,156.270m",
8125,17+099.93,2.056m,"1,156.275m",
8126,17+099.81,3.525m,"1,156.203m",
8127,17+099.92,5.071m,"1,156.088m",
8128,17+100.18,7.050m,"1,156.087m",
8129,17+100.07,7.827m,"1,156.003m",
8130,17+100.08,8.612m,"1,155.893m",
8131,17+099.93,9.084m,"1,155.827m",
8132,17+099.86,9.653m,"1,155.769m",
8133,17+100.00,9.813m,"1,155.820m",
8134,17+099.95,10.534m,"1,155.864m",
8135,17+100.14,12.296m,"1,155.808m",
8136,17+099.78,13.178m,"1,155.975m",
8137,17+099.91,13.911m,"1,156.045m",
8138,17+100.01,14.792m,"1,156.082m",
8139,17+079.98,-14.876m,"1,155.581m",
8140,17+080.06,-13.815m,"1,155.585m",
8141,17+080.05,-13.182m,"1,155.583m",
8142,17+080.04,-12.489m,"1,155.577m",
8143,17+080.03,-11.917m,"1,155.573m",
8144,17+080.13,-10.763m,"1,155.440m",
8145,17+079.98,-10.290m,"1,155.353m",
8146,17+080.03,-9.653m,"1,155.408m",
8147,17+080.10,-8.412m,"1,155.486m",
8148,17+080.10,-6.994m,"1,155.459m",
8149,17+080.08,-5.276m,"1,155.400m",
8150,17+080.02,-4.827m,"1,155.391m",
8151,17+080.12,-4.126m,"1,155.447m",
8152,17+080.10,-3.706m,"1,155.358m",
8153,17+079.96,-2.508m,"1,155.480m",
8154,17+080.17,-1.559m,"1,155.518m",
8155,17+080.06,-0.842m,"1,155.526m",
8156,17+080.00,-0.001m,"1,155.516m",
8157,17+079.97,0.992m,"1,155.496m",
8158,17+079.92,2.619m,"1,155.496m",
8159,17+080.02,4.344m,"1,155.483m",
8160,17+079.89,6.327m,"1,155.393m",
8161,17+080.14,7.189m,"1,155.372m",
8162,17+080.03,7.905m,"1,155.379m",
8163,17+079.89,8.650m,"1,155.336m",
8164,17+079.94,9.347m,"1,155.264m",
8165,17+079.79,10.213m,"1,155.242m",
8166,17+079.94,11.158m,"1,155.187m",
8167,17+080.01,12.339m,"1,155.248m",
8168,17+079.93,12.635m,"1,155.258m",
8169,17+079.86,13.777m,"1,155.169m",
8170,17+079.93,15.019m,"1,155.011m",
8171,17+060.01,-14.914m,"1,155.031m",
8172,17+060.02,-13.163m,"1,155.031m",
8173,17+060.05,-11.381m,"1,154.989m",
8174,17+059.97,-9.214m,"1,154.998m",
8175,17+059.94,-7.768m,"1,155.002m",
8176,17+059.91,-6.503m,"1,154.932m",
8177,17+060.18,-4.644m,"1,154.933m",
8178,17+060.04,-3.387m,"1,154.833m",
8179,17+060.04,-1.456m,"1,154.577m",
8180,17+060.04,-0.611m,"1,154.548m",
8181,17+060.05,0.114m,"1,154.568m",
8182,17+059.84,1.155m,"1,154.545m",
8183,17+060.11,1.536m,"1,154.615m",
8184,17+060.03,1.892m,"1,154.642m",
8185,17+060.13,3.046m,"1,154.707m",
8186,17+060.00,5.601m,"1,154.697m",
8187,17+060.08,6.662m,"1,154.687m",
8188,17+060.11,7.659m,"1,154.404m",
8189,17+059.93,7.980m,"1,154.339m",
8190,17+059.89,8.581m,"1,154.298m",
8191,17+059.93,9.005m,"1,154.425m",
8192,17+059.91,9.758m,"1,154.472m",
8193,17+059.95,10.908m,"1,154.567m",
8194,17+059.97,12.085m,"1,154.587m",
8195,17+059.82,13.343m,"1,154.546m",
8196,17+060.15,14.813m,"1,154.580m",
8197,17+040.01,-14.983m,"1,154.145m",
8198,17+039.95,-14.535m,"1,154.213m",
8199,17+040.05,-14.106m,"1,154.226m",
8200,17+040.02,-13.686m,"1,154.134m",
8201,17+040.06,-12.869m,"1,154.310m",
8202,17+040.07,-11.751m,"1,154.306m",
8203,17+040.23,-9.056m,"1,154.282m",
8204,17+040.04,-7.590m,"1,154.305m",
8205,17+040.11,-5.836m,"1,154.168m",
8206,17+040.06,-4.089m,"1,154.124m",
8207,17+040.02,-2.643m,"1,154.113m",
8208,17+039.89,-1.053m,"1,154.114m",
8209,17+040.02,-0.320m,"1,154.086m",
8210,17+040.00,-0.020m,"1,154.076m",
8211,17+039.97,0.461m,"1,154.086m",
8212,17+040.12,1.406m,"1,154.094m",
8213,17+040.02,1.942m,"1,154.090m",
8214,17+039.96,2.904m,"1,154.067m",
8215,17+040.05,3.905m,"1,154.038m",
8216,17+039.91,6.008m,"1,153.967m",
8217,17+039.93,7.065m,"1,153.884m",
8218,17+039.99,8.487m,"1,153.873m",
8219,17+039.87,9.837m,"1,153.847m",
8220,17+040.18,11.094m,"1,153.755m",
8221,17+040.07,11.419m,"1,153.657m",
8222,17+040.04,12.744m,"1,153.704m",
8223,17+040.04,13.710m,"1,153.697m",
8224,17+040.10,15.131m,"1,153.889m",
8225,17+020.10,-15.016m,"1,153.585m",
8226,17+020.10,-13.599m,"1,153.534m",
8227,17+020.12,-12.994m,"1,153.470m",
8228,17+020.08,-11.881m,"1,153.432m",
8229,17+020.01,-11.312m,"1,153.411m",
8230,17+020.11,-10.551m,"1,153.464m",
8231,17+020.02,-10.014m,"1,153.459m",
8232,17+019.97,-9.746m,"1,153.415m",
8233,17+019.97,-9.233m,"1,153.379m",
8234,17+020.04,-8.897m,"1,153.516m",
8235,17+020.09,-6.962m,"1,153.582m",
8236,17+019.94,-6.490m,"1,153.570m",
8237,17+019.83,-5.713m,"1,153.553m",
8238,17+019.81,-5.019m,"1,153.504m",
8239,17+020.06,-3.253m,"1,153.463m",
8240,17+020.07,-1.563m,"1,153.466m",
8241,17+020.06,-0.478m,"1,153.440m",
8242,17+019.90,0.055m,"1,153.420m",
8243,17+020.00,0.816m,"1,153.361m",
8244,17+019.92,2.137m,"1,153.364m",
8245,17+019.95,3.467m,"1,153.348m",
8246,17+020.05,4.288m,"1,153.297m",
8247,17+019.86,5.362m,"1,153.316m",
8248,17+019.77,6.291m,"1,153.365m",
8249,17+019.96,7.088m,"1,153.362m",
8250,17+019.85,8.650m,"1,153.293m",
8251,17+019.98,9.955m,"1,153.276m",
8252,17+020.15,10.540m,"1,152.968m",
8253,17+019.92,11.309m,"1,153.004m",
8254,17+020.18,11.990m,"1,152.984m",
8255,17+019.85,12.844m,"1,153.101m",
8256,17+020.04,13.700m,"1,153.129m",
8257,17+020.11,14.429m,"1,153.113m",
8258,16+999.91,-14.785m,"1,152.855m",
8259,16+999.88,-13.569m,"1,152.779m",
8260,16+999.80,-13.038m,"1,152.681m",
8261,16+999.78,-12.113m,"1,152.728m",
8262,16+999.85,-11.622m,"1,152.654m",
8263,17+000.01,-10.393m,"1,152.763m",
8264,17+000.07,-9.804m,"1,152.745m",
8265,17+000.03,-8.490m,"1,152.822m",
8266,17+000.14,-4.195m,"1,152.786m",
8267,17+000.15,-2.099m,"1,152.793m",
8268,17+000.27,-0.921m,"1,152.731m",
8269,17+000.01,0.036m,"1,152.707m",
8270,16+999.94,1.201m,"1,152.726m",
8271,16+999.98,2.081m,"1,152.690m",
8272,16+999.78,2.896m,"1,152.653m",
8273,16+999.77,4.553m,"1,152.653m",
8274,16+999.85,6.312m,"1,152.610m",
8275,17+000.05,7.690m,"1,152.569m",
8276,17+000.21,8.919m,"1,152.575m",
8277,16+999.97,9.585m,"1,152.569m",
8278,16+999.96,11.242m,"1,152.511m",
8279,17+000.06,13.441m,"1,152.551m",
8280,17+000.12,14.858m,"1,152.497m",
8281,16+999.95,-5.918m,"1,152.770m",
8282,16+979.92,-14.923m,"1,152.234m",
8283,16+980.03,-13.890m,"1,152.145m",
8284,16+979.92,-13.505m,"1,152.134m",
8285,16+980.03,-12.984m,"1,152.130m",
8286,16+979.99,-12.263m,"1,152.136m",
8287,16+979.89,-11.214m,"1,152.096m",
8288,16+979.95,-10.365m,"1,152.107m",
8289,16+979.90,-9.071m,"1,152.463m",
8290,16+980.17,-8.118m,"1,152.179m",
8291,16+979.86,-7.113m,"1,152.110m",
8292,16+979.99,-6.259m,"1,152.104m",
8293,16+979.96,-5.839m,"1,152.044m",
8294,16+979.90,-5.330m,"1,151.983m",
8295,16+979.95,-4.754m,"1,151.940m",
8296,16+979.93,-4.393m,"1,151.986m",
8297,16+980.14,-3.564m,"1,152.054m",
8298,16+980.20,-2.595m,"1,151.971m",
8299,16+980.04,-1.942m,"1,151.951m",
8300,16+979.90,-1.257m,"1,151.915m",
8301,16+980.00,-0.496m,"1,151.929m",
8302,16+979.93,-0.259m,"1,151.951m",
8303,16+979.91,0.041m,"1,152.007m",
8304,16+979.86,0.369m,"1,151.934m",
8305,16+980.05,1.106m,"1,151.818m",
8306,16+979.89,1.699m,"1,151.823m",
8307,16+979.87,1.939m,"1,151.874m",
8308,16+980.03,2.251m,"1,151.975m",
8309,16+980.04,3.942m,"1,151.917m",
8310,16+979.95,4.538m,"1,151.926m",
8311,16+979.78,6.097m,"1,151.974m",
8312,16+980.09,6.961m,"1,151.966m",
8313,16+979.96,8.491m,"1,151.849m",
8314,16+979.94,9.637m,"1,151.869m",
8315,16+979.93,10.723m,"1,151.831m",
8316,16+979.87,11.624m,"1,151.823m",
8317,16+980.04,12.841m,"1,151.799m",
8318,16+980.03,13.867m,"1,151.769m",
8319,16+980.07,15.076m,"1,151.658m",
8320,16+959.95,-14.900m,"1,151.401m",
8321,16+960.04,-14.079m,"1,151.500m",
8322,16+960.06,-13.867m,"1,151.572m",
8323,16+959.84,-11.920m,"1,151.524m",
8324,16+959.93,-10.527m,"1,151.598m",
8325,16+960.04,-9.433m,"1,151.552m",
8326,16+959.85,-8.872m,"1,151.487m",
8327,16+959.91,-8.416m,"1,151.452m",
8328,16+959.91,-6.937m,"1,151.425m",
8329,16+959.90,-6.425m,"1,151.421m",
8330,16+959.97,-5.516m,"1,151.453m",
8331,16+959.89,-4.887m,"1,151.403m",
8332,16+959.81,-4.530m,"1,151.390m",
8333,16+959.84,-4.106m,"1,151.376m",
8334,16+960.04,-3.430m,"1,151.399m",
8335,16+960.19,-2.544m,"1,151.434m",
8336,16+960.08,-1.315m,"1,151.368m",
8337,16+959.98,-0.598m,"1,151.358m",
8338,16+959.94,0.003m,"1,151.409m",
8339,16+960.01,1.185m,"1,151.432m",
8340,16+959.92,2.114m,"1,151.402m",
8341,16+960.15,2.822m,"1,151.316m",
8342,16+960.06,3.179m,"1,151.276m",
8343,16+959.94,3.684m,"1,151.201m",
8344,16+960.05,4.325m,"1,151.213m",
8345,16+959.86,4.885m,"1,151.182m",
8346,16+960.06,5.109m,"1,151.164m",
8347,16+960.10,5.867m,"1,151.154m",
8348,16+960.01,6.283m,"1,151.147m",
8349,16+959.97,6.824m,"1,151.149m",
8350,16+960.00,7.368m,"1,151.115m",
8351,16+959.99,7.941m,"1,151.103m",
8352,16+959.86,8.626m,"1,151.110m",
8353,16+959.96,8.875m,"1,151.161m",
8354,16+960.00,10.084m,"1,151.255m",
8355,16+960.14,11.662m,"1,151.244m",
8356,16+960.18,13.444m,"1,151.258m",
8357,16+959.98,15.090m,"1,151.170m",
8358,16+940.07,-14.922m,"1,151.014m",
8359,16+939.97,-10.644m,"1,151.008m",
8360,16+940.11,-8.101m,"1,150.869m",
8361,16+940.14,-7.617m,"1,150.735m",
8362,16+939.98,-7.084m,"1,150.665m",
8363,16+939.91,-6.515m,"1,150.767m",
8364,16+939.99,-5.847m,"1,150.762m",
8365,16+940.02,-4.969m,"1,150.722m",
8366,16+940.04,-4.365m,"1,150.737m",
8367,16+940.18,-3.632m,"1,150.770m",
8368,16+940.00,-0.868m,"1,150.745m",
8369,16+940.00,-0.415m,"1,150.687m",
8370,16+940.02,0.069m,"1,150.663m",
8371,16+940.14,1.103m,"1,150.661m",
8372,16+940.01,2.120m,"1,150.666m",
8373,16+940.16,3.517m,"1,150.626m",
8374,16+940.09,4.086m,"1,150.616m",
8375,16+940.18,5.600m,"1,150.585m",
8376,16+940.07,7.283m,"1,150.580m",
8377,16+940.07,9.093m,"1,150.639m",
8378,16+940.24,10.250m,"1,150.586m",
8379,16+940.17,11.212m,"1,150.474m",
8380,16+940.00,11.472m,"1,150.427m",
8381,16+940.09,11.960m,"1,150.461m",
8382,16+940.15,12.477m,"1,150.537m",
8383,16+939.93,13.972m,"1,150.554m",
8384,16+939.95,15.088m,"1,150.664m",
8385,16+929.44,-14.599m,"1,150.570m",
8386,16+929.36,-11.542m,"1,150.585m",
8387,16+929.93,-9.416m,"1,150.545m",
8388,16+929.64,-8.534m,"1,150.565m",
8389,16+929.69,-6.844m,"1,150.581m",
8390,16+929.82,-5.221m,"1,150.509m",
8391,16+929.94,-4.478m,"1,150.356m",
8392,16+929.96,-4.002m,"1,150.352m",
8393,16+929.93,-3.530m,"1,150.347m",
8394,16+929.98,-2.909m,"1,150.388m",
8395,16+929.84,-1.897m,"1,150.378m",
8396,16+929.74,-0.645m,"1,150.353m",
8397,16+929.67,-0.009m,"1,150.347m",
8398,16+929.72,1.465m,"1,150.292m",
8399,16+929.79,2.609m,"1,150.267m",
8400,16+929.64,3.098m,"1,150.233m",
8401,16+929.87,3.920m,"1,150.331m",
8402,16+929.90,4.824m,"1,150.280m",
8403,16+929.96,5.492m,"1,150.202m",
8404,16+929.96,5.801m,"1,150.176m",
8405,16+929.91,6.154m,"1,150.151m",
8406,16+929.89,7.648m,"1,150.227m",
8407,16+929.83,8.452m,"1,150.311m",
8408,16+930.07,10.200m,"1,150.325m",
8409,16+930.00,11.288m,"1,150.301m",
8410,16+930.07,12.526m,"1,150.320m",
8411,16+930.27,13.774m,"1,150.341m",
8412,16+930.53,14.788m,"1,150.334m",
8413,16+919.98,-15.075m,"1,150.271m",
8414,16+919.92,-14.271m,"1,150.204m",
8415,16+920.23,-13.207m,"1,150.258m",
8416,16+920.04,-12.769m,"1,150.218m",
8417,16+919.95,-12.157m,"1,150.174m",
8418,16+920.06,-11.272m,"1,150.211m",
8419,16+920.09,-10.320m,"1,150.228m",
8420,16+920.11,-9.536m,"1,150.242m",
8421,16+920.06,-8.732m,"1,150.176m",
8422,16+920.11,-7.304m,"1,150.197m",
8423,16+920.00,-6.409m,"1,150.251m",
8424,16+919.93,-5.322m,"1,150.235m",
8425,16+919.89,-4.304m,"1,150.157m",
8426,16+919.89,-3.592m,"1,150.088m",
8427,16+919.90,-3.069m,"1,150.113m",
8428,16+920.02,-2.373m,"1,150.123m",
8429,16+920.06,-1.421m,"1,150.129m",
8430,16+920.09,-0.825m,"1,150.141m",
8431,16+920.03,0.026m,"1,150.177m",
8432,16+919.85,0.726m,"1,150.155m",
8433,16+919.78,1.054m,"1,150.137m",
8434,16+920.02,1.995m,"1,150.057m",
8435,16+920.08,3.281m,"1,150.003m",
8436,16+920.12,3.735m,"1,149.999m",
8437,16+920.09,4.564m,"1,149.992m",
8438,16+919.99,5.411m,"1,149.970m",
8439,16+920.01,5.793m,"1,149.937m",
8440,16+920.07,6.413m,"1,149.929m",
8441,16+920.00,7.003m,"1,149.809m",
8442,16+920.12,7.841m,"1,149.831m",
8443,16+920.11,8.695m,"1,149.796m",
8444,16+920.05,9.285m,"1,149.772m",
8445,16+919.96,9.896m,"1,149.832m",
8446,16+919.93,10.987m,"1,150.088m",
8447,16+920.05,12.442m,"1,150.016m",
8448,16+920.04,13.391m,"1,150.000m",
8449,16+920.03,14.957m,"1,149.966m",
8450,16+900.08,-14.998m,"1,149.537m",
8451,16+900.24,-13.896m,"1,149.452m",
8452,16+900.08,-13.171m,"1,149.484m",
8453,16+900.03,-12.414m,"1,149.492m",
8454,16+900.05,-11.368m,"1,149.513m",
8455,16+899.99,-10.067m,"1,149.487m",
8456,16+899.94,-9.666m,"1,149.454m",
8457,16+899.97,-8.976m,"1,149.416m",
8458,16+899.89,-8.506m,"1,149.385m",
8459,16+900.01,-7.407m,"1,149.451m",
8460,16+900.02,-6.789m,"1,149.431m",
8461,16+900.06,-5.932m,"1,149.439m",
8462,16+900.09,-4.980m,"1,149.446m",
8463,16+900.03,-3.679m,"1,149.460m",
8464,16+899.98,-2.566m,"1,149.469m",
8465,16+900.04,-1.732m,"1,149.478m",
8466,16+900.03,-0.877m,"1,149.447m",
8467,16+900.02,0.071m,"1,149.491m",
8468,16+900.00,0.663m,"1,149.561m",
8469,16+900.07,1.902m,"1,149.552m",
8470,16+900.02,2.302m,"1,149.563m",
8471,16+900.06,3.159m,"1,149.512m",
8472,16+900.13,4.209m,"1,149.469m",
8473,16+900.08,5.321m,"1,149.435m",
8474,16+900.14,6.916m,"1,149.378m",
8475,16+900.13,8.220m,"1,149.322m",
8476,16+899.95,9.182m,"1,149.329m",
8477,16+899.94,10.345m,"1,149.363m",
8478,16+900.01,11.132m,"1,149.298m",
8479,16+899.94,12.481m,"1,149.183m",
8480,16+899.95,13.052m,"1,149.198m",
8481,16+900.05,13.817m,"1,149.187m",
8482,16+900.02,14.599m,"1,149.196m",
8483,16+900.00,15.191m,"1,149.175m",
8484,16+880.07,-14.876m,"1,148.774m",
8485,16+879.98,-13.396m,"1,148.639m",
8486,16+880.05,-12.648m,"1,148.655m",
8487,16+880.02,-12.155m,"1,148.687m",
8488,16+879.91,-11.357m,"1,148.670m",
8489,16+880.01,-10.173m,"1,148.745m",
8490,16+880.00,-8.997m,"1,148.779m",
8491,16+879.88,-8.077m,"1,148.700m",
8492,16+879.74,-6.909m,"1,148.677m",
8493,16+879.90,-5.536m,"1,148.795m",
8494,16+880.06,-3.233m,"1,148.741m",
8495,16+880.17,-2.049m,"1,148.653m",
8496,16+879.95,-0.701m,"1,148.726m",
8497,16+880.09,0.113m,"1,148.757m",
8498,16+880.37,1.494m,"1,148.769m",
8499,16+880.22,2.785m,"1,148.728m",
8500,16+880.08,3.952m,"1,148.703m",
8501,16+879.77,4.924m,"1,148.696m",
8502,16+879.68,6.280m,"1,148.706m",
8503,16+880.10,7.546m,"1,148.659m",
8504,16+880.42,10.168m,"1,148.591m",
8505,16+880.11,11.139m,"1,148.584m",
8506,16+879.92,12.118m,"1,148.561m",
8507,16+879.96,13.483m,"1,148.623m",
8508,16+879.99,14.848m,"1,148.716m",
8509,16+860.06,-15.025m,"1,148.153m",
8510,16+859.98,-14.336m,"1,148.164m",
8511,16+860.04,-13.426m,"1,148.177m",
8512,16+860.02,-12.161m,"1,148.096m",
8513,16+860.03,-10.983m,"1,148.083m",
8514,16+860.00,-10.050m,"1,148.070m",
8515,16+859.98,-8.784m,"1,148.020m",
8516,16+859.88,-7.674m,"1,147.936m",
8517,16+859.99,-7.546m,"1,147.921m",
8518,16+860.00,-7.274m,"1,147.899m",
8519,16+859.98,-6.974m,"1,147.872m",
8520,16+859.96,-6.221m,"1,147.909m",
8521,16+860.21,-5.420m,"1,147.997m",
8522,16+860.15,-4.459m,"1,147.959m",
8523,16+860.39,-3.086m,"1,148.005m",
8524,16+860.19,-2.344m,"1,148.006m",
8525,16+860.11,-1.927m,"1,148.009m",
8526,16+860.07,-1.387m,"1,148.010m",
8527,16+860.12,-0.690m,"1,147.956m",
8528,16+860.00,-0.305m,"1,147.945m",
8529,16+860.01,0.027m,"1,147.963m",
8530,16+860.03,0.572m,"1,147.928m",
8531,16+859.97,1.020m,"1,147.992m",
8532,16+860.10,1.874m,"1,147.992m",
8533,16+859.99,3.556m,"1,148.010m",
8534,16+860.08,4.044m,"1,147.976m",
8535,16+860.17,4.533m,"1,147.932m",
8536,16+860.18,5.318m,"1,147.861m",
8537,16+860.09,6.187m,"1,147.882m",
8538,16+859.96,6.752m,"1,147.921m",
8539,16+859.96,7.777m,"1,147.928m",
8540,16+860.16,8.394m,"1,147.937m",
8541,16+860.29,9.579m,"1,147.900m",
8542,16+860.21,10.388m,"1,147.923m",
8543,16+859.93,11.818m,"1,147.902m",
8544,16+859.98,12.908m,"1,147.886m",
8545,16+860.04,13.937m,"1,147.903m",
8546,16+859.96,14.686m,"1,147.955m",
8547,16+840.05,-14.974m,"1,147.742m",
8548,16+839.89,-13.476m,"1,147.714m",
8549,16+840.35,-11.726m,"1,147.658m",
8550,16+840.01,-10.572m,"1,147.616m",
8551,16+839.91,-9.643m,"1,147.529m",
8552,16+839.96,-9.006m,"1,147.340m",
8553,16+840.11,-8.061m,"1,147.305m",
8554,16+839.99,-7.164m,"1,147.279m",
8555,16+839.95,-6.563m,"1,147.289m",
8556,16+839.96,-5.325m,"1,147.305m",
8557,16+839.98,-4.601m,"1,147.272m",
8558,16+839.95,-4.120m,"1,147.322m",
8559,16+839.97,-3.575m,"1,147.578m",
8560,16+840.06,-2.634m,"1,147.256m",
8561,16+839.99,-1.612m,"1,147.254m",
8562,16+840.01,-0.947m,"1,147.272m",
8563,16+840.04,-0.523m,"1,147.253m",
8564,16+840.00,0.078m,"1,147.218m",
8565,16+839.98,0.891m,"1,147.291m",
8566,16+840.08,1.652m,"1,147.103m",
8567,16+839.99,2.069m,"1,147.112m",
8568,16+839.97,2.489m,"1,147.066m",
8569,16+839.94,2.849m,"1,147.128m",
8570,16+839.97,3.394m,"1,147.058m",
8571,16+839.96,4.027m,"1,147.112m",
8572,16+839.84,4.864m,"1,147.106m",
8573,16+839.91,5.261m,"1,147.086m",
8574,16+840.12,6.089m,"1,147.060m",
8575,16+840.10,6.450m,"1,147.125m",
8576,16+839.95,8.793m,"1,147.265m",
8577,16+839.98,10.635m,"1,147.235m",
8578,16+839.85,13.463m,"1,147.300m",
8579,16+839.90,15.065m,"1,147.310m",
8580,16+820.04,-14.863m,"1,147.072m",
8581,16+819.99,-13.569m,"1,147.031m",
8582,16+820.02,-12.240m,"1,146.991m",
8583,16+820.07,-11.543m,"1,146.956m",
8584,16+819.90,-9.924m,"1,146.933m",
8585,16+819.86,-9.264m,"1,147.025m",
8586,16+820.12,-7.225m,"1,146.951m",
8587,16+820.02,-5.783m,"1,146.895m",
8588,16+820.06,-4.966m,"1,146.873m",
8589,16+819.99,-3.945m,"1,146.878m",
8590,16+819.81,-2.539m,"1,146.880m",
8591,16+819.80,-1.393m,"1,146.841m",
8592,16+819.99,-0.656m,"1,146.777m",
8593,16+819.93,-0.268m,"1,146.723m",
8594,16+819.97,0.097m,"1,146.668m",
8595,16+819.95,0.849m,"1,146.676m",
8596,16+819.98,1.726m,"1,146.728m",
8597,16+820.01,2.724m,"1,146.690m",
8598,16+820.05,3.933m,"1,146.675m",
8599,16+819.96,5.375m,"1,146.668m",
8600,16+819.97,6.040m,"1,146.675m",
8601,16+819.93,6.701m,"1,146.653m",
8602,16+819.96,7.186m,"1,146.587m",
8603,16+820.09,7.979m,"1,146.599m",
8604,16+820.08,8.611m,"1,146.613m",
8605,16+820.12,9.760m,"1,146.564m",
8606,16+820.00,11.110m,"1,146.502m",
8607,16+819.84,11.823m,"1,146.484m",
8608,16+819.95,12.464m,"1,146.502m",
8609,16+820.04,12.953m,"1,146.430m",
8610,16+820.01,13.313m,"1,146.378m",
8611,16+820.07,13.830m,"1,146.419m",
8612,16+820.09,14.435m,"1,146.373m",
8613,16+820.05,15.095m,"1,146.323m",
8614,16+799.94,-14.789m,"1,146.465m",
8615,16+800.05,-13.242m,"1,146.439m",
8616,16+800.01,-12.129m,"1,146.425m",
8617,16+799.92,-10.687m,"1,146.339m",
8618,16+799.75,-9.581m,"1,146.270m",
8619,16+799.79,-8.764m,"1,146.178m",
8620,16+799.85,-8.247m,"1,146.141m",
8621,16+799.87,-7.643m,"1,146.178m",
8622,16+800.10,-6.602m,"1,146.247m",
8623,16+800.17,-5.753m,"1,146.223m",
8624,16+799.95,-4.198m,"1,146.153m",
8625,16+799.96,-3.926m,"1,146.121m",
8626,16+800.00,-3.622m,"1,146.137m",
8627,16+800.07,-3.285m,"1,146.167m",
8628,16+800.07,-1.928m,"1,146.238m",
8629,16+799.93,-0.790m,"1,146.242m",
8630,16+799.94,-0.458m,"1,146.240m",
8631,16+800.06,0.063m,"1,146.236m",
8632,16+800.13,1.696m,"1,146.236m",
8633,16+800.06,3.291m,"1,146.209m",
8634,16+799.98,4.552m,"1,146.156m",
8635,16+800.01,5.942m,"1,146.084m",
8636,16+800.16,6.767m,"1,146.019m",
8637,16+799.95,7.749m,"1,145.906m",
8638,16+799.91,8.409m,"1,145.849m",
8639,16+799.90,8.983m,"1,145.822m",
8640,16+799.94,9.226m,"1,145.805m",
8641,16+800.07,9.627m,"1,145.844m",
8642,16+800.09,10.292m,"1,145.889m",
8643,16+800.06,10.652m,"1,145.856m",
8644,16+800.01,11.374m,"1,145.832m",
8645,16+799.99,11.794m,"1,145.837m",
8646,16+799.99,12.186m,"1,145.855m",
8647,16+799.98,12.880m,"1,145.879m",
8648,16+799.93,13.660m,"1,145.842m",
8649,16+800.01,14.661m,"1,145.908m",
8650,16+799.99,14.962m,"1,145.921m",
8651,16+779.98,-14.946m,"1,145.794m",
8652,16+780.08,-12.707m,"1,145.761m",
8653,16+780.04,-10.809m,"1,145.716m",
8654,16+780.07,-9.419m,"1,145.696m",
8655,16+780.11,-8.149m,"1,145.706m",
8656,16+780.03,-7.401m,"1,145.687m",
8657,16+780.10,-6.552m,"1,145.681m",
8658,16+780.22,-5.186m,"1,145.611m",
8659,16+780.04,-3.780m,"1,145.510m",
8660,16+780.09,-3.203m,"1,145.493m",
8661,16+779.90,-2.642m,"1,145.485m",
8662,16+779.99,-2.094m,"1,145.439m",
8663,16+780.03,-1.849m,"1,145.390m",
8664,16+779.94,-1.312m,"1,145.386m",
8665,16+779.95,-0.587m,"1,145.443m",
8666,16+779.91,-0.439m,"1,145.455m",
8667,16+779.98,-0.103m,"1,145.490m",
8668,16+779.98,1.195m,"1,145.538m",
8669,16+780.07,4.007m,"1,145.519m",
8670,16+780.00,5.088m,"1,145.496m",
